,,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0
"Level of 
Academic 
Challenge",LAC,46.661455015262,48.0657439051826,,48.53235461962889,,49.948600121552126
,n,77.08892055000173,74.12454458194433,,198.0528349833696,,248.21230534961862
,SD,14.327021272227196,11.334176544874108,,13.285673635564336,,13.712820243360518
,SEM,1.6317736788022075,1.3164638988460262,,0.944045764357252,,0.8703924774928067
,Upper,49.85973142571433,50.64601314692081,,50.38268431776911,,51.65456937743803
,Lower,43.46317860480967,45.48547466344439,,46.68202492148868,,48.24263086566622
"Active and 
Collaborative
Learning",ACL,39.78226183897339,41.64643518759057,,42.77357424661616,,43.759728820903476
,n,78.35797291297436,77.4163424124514,,229.2445651641952,,259.936007171388
,SD,13.28034654067441,16.98125265401703,,16.201022412455607,,17.884482165881415
,SEM,1.5002644262181806,1.929982624814586,,1.070022472096123,,1.1092850198448663
,Upper,42.72278011436102,45.429201132227156,,44.87081829192456,,45.93392745979941
,Lower,36.84174356358576,37.86366924295398,,40.67633020130776,,41.58553018200754
"Student 
Faculty 
Interaction",SFI,31.36509783926842,34.46016357038345,,36.26821168043551,,37.686694406397976
,n,78.35797291297436,75.38797317892988,,202.473858557174,,253.3524566041142
,SD,16.007137602619657,17.184093063245562,,18.209735929429208,,19.253827909494742
,SEM,1.8083066610677543,1.979135743657172,,1.2797324080891828,,1.2096355056488344
,Upper,34.909378894961215,38.33926962795151,,38.77648720029031,,40.05757999746969
,Lower,27.82081678357562,30.581057512815395,,33.759936160580715,,35.315808815326264
"Enriching 
Educational 
Experiences",EEE,25.283831783247496,22.9673189088191,,25.779946395551956,,25.535450123104482
,n,77.08892055000173,73.12454458194433,,192.8205838532481,,237.33110956859758
,SD,11.404066168680986,10.62403803142502,,15.318007717700224,,11.599541120094557
,SEM,1.2988641987602454,1.2423902358226873,,1.1031271848282014,,0.7529453819566637
,Upper,27.829605612817577,25.402403771031565,,27.94207567781523,,27.011223071739543
,Lower,22.738057953677416,20.532234046606632,,23.61781711328868,,24.05967717446942
"Supportive 
Campus 
Environment",SCE,59.22220981410885,57.62810274453522,,59.77214960759904,,62.746968126407914
,n,77.08892055000173,73.12454458194433,,181.65643947771264,,231.40726799448072
,SD,15.435380732978492,16.91442332683158,,16.861663395935246,,18.55976791594719
,SEM,1.7580100932208356,1.9779969088653917,,1.2510510062511346,,1.2200680199178284
,Upper,62.66790959682169,61.50497668591139,,62.22420957985126,,65.13830144544686
,Lower,55.776510031396015,53.75122880315905,,57.32008963534682,,60.35563480736897
