Table 2.5 KSI Accidents by Time of Day – Saturday - 1994 to 2013 and the Latest Rate for Accidents/Traffic Volume,,,,,,,,,,,,,,,,,,,,,,
From Hour,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,Average 2005-2009,2010.0,2011.0,2012.0,2013.0,"% KSI accidents /
% traffic volume"
0:00,8.0,6.0,9.0,5.0,6.0,9.0,9.0,8.0,7.0,6.0,9.0,6.0,6.0,7.0,3.0,4.0,5,1.0,6.0,4.0,3.0,2.3
1:00,10.0,9.0,0.0,6.0,6.0,9.0,6.0,11.0,6.0,7.0,4.0,9.0,9.0,12.0,10.0,3.0,9,3.0,6.0,2.0,2.0,2.2
2:00,11.0,10.0,11.0,6.0,3.0,5.0,6.0,9.0,3.0,11.0,19.0,5.0,10.0,6.0,7.0,3.0,6,5.0,1.0,1.0,6.0,9.0
3:00,2.0,3.0,1.0,4.0,2.0,6.0,4.0,3.0,1.0,2.0,3.0,5.0,6.0,4.0,6.0,2.0,5,3.0,2.0,2.0,4.0,7.0
4:00,1.0,2.0,2.0,0.0,2.0,0.0,6.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,4.0,2,2.0,3.0,2.0,1.0,2.0
5:00,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,7.0,3,1.0,1.0,0.0,1.0,1.5
6:00,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,0.0,3.0,2,1.0,0.0,0.0,1.0,0.9
7:00,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1,0.0,4.0,2.0,1.0,0.5
8:00,2.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,3.0,2.0,7.0,3.0,5.0,2.0,0.0,3,2.0,3.0,4.0,0.0,0.0
9:00,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,0.0,2.0,4.0,7.0,3.0,3.0,4,5.0,4.0,0.0,3.0,0.7
10:00,9.0,11.0,5.0,6.0,2.0,8.0,6.0,2.0,7.0,10.0,4.0,4.0,3.0,5.0,2.0,5.0,4,5.0,4.0,4.0,3.0,0.6
11:00,6.0,10.0,6.0,13.0,7.0,7.0,13.0,6.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,5.0,4,7.0,4.0,3.0,2.0,0.3
12:00,14.0,6.0,5.0,5.0,11.0,11.0,8.0,9.0,3.0,7.0,8.0,8.0,5.0,6.0,4.0,5.0,6,3.0,4.0,2.0,7.0,1.1
13:00,8.0,8.0,11.0,12.0,10.0,13.0,11.0,6.0,10.0,6.0,9.0,3.0,6.0,1.0,8.0,6.0,5,4.0,4.0,5.0,2.0,0.3
14:00,15.0,14.0,11.0,9.0,5.0,6.0,7.0,12.0,8.0,9.0,5.0,15.0,10.0,9.0,6.0,4.0,9,6.0,4.0,3.0,8.0,1.3
15:00,13.0,12.0,8.0,10.0,7.0,9.0,12.0,15.0,8.0,7.0,4.0,14.0,5.0,9.0,3.0,6.0,7,5.0,6.0,5.0,9.0,1.5
16:00,17.0,17.0,18.0,15.0,7.0,13.0,7.0,6.0,12.0,17.0,8.0,10.0,3.0,6.0,7.0,7.0,7,8.0,13.0,2.0,6.0,1.0
17:00,18.0,15.0,12.0,20.0,10.0,6.0,7.0,10.0,14.0,10.0,5.0,12.0,13.0,11.0,8.0,3.0,9,5.0,8.0,4.0,5.0,0.9
18:00,13.0,13.0,17.0,12.0,10.0,17.0,19.0,11.0,6.0,13.0,11.0,5.0,6.0,13.0,9.0,9.0,8,7.0,8.0,9.0,6.0,1.3
19:00,8.0,15.0,7.0,7.0,7.0,13.0,9.0,12.0,8.0,17.0,11.0,12.0,12.0,7.0,8.0,10.0,10,3.0,6.0,3.0,1.0,0.2
20:00,13.0,3.0,9.0,11.0,7.0,11.0,8.0,5.0,7.0,10.0,12.0,11.0,10.0,5.0,4.0,3.0,7,3.0,4.0,5.0,4.0,1.3
21:00,12.0,7.0,10.0,9.0,5.0,10.0,2.0,5.0,5.0,12.0,10.0,10.0,7.0,2.0,11.0,4.0,7,5.0,3.0,3.0,2.0,0.8
22:00,7.0,4.0,8.0,9.0,4.0,8.0,5.0,6.0,9.0,8.0,5.0,9.0,8.0,4.0,4.0,4.0,6,1.0,3.0,5.0,3.0,1.4
23:00,10.0,9.0,13.0,11.0,6.0,10.0,12.0,9.0,10.0,2.0,14.0,8.0,8.0,6.0,6.0,3.0,6,5.0,4.0,5.0,1.0,0.5
Total,209.0,183.0,172.0,181.0,128.0,183.0,168.0,158.0,145.0,174.0,159.0,171.0,144.0,137.0,117.0,103.0,134,90.0,105.0,75.0,81.0,
Notes:,,,,,,,,,,,,,,,,,,,,,,
The percentage of weekday traffic volumes used in the above table is based on results from two-way ATC sites on A roads throughout the county,,,,,,,,,,,,,,,,,,,,,,
                The percentage of weekday traffic volumes used in year 2013 are derived from figures quoted in the GMTU Report 1774 'Transport Statistics Greater Manchester 2013',,,,,,,,,,,,,,,,,,,,,,
List of Tables in this Workbook,,,,,,,,,,,,,,,,,,,,,,
Go to Introduction,,,,,,,,,,,,,,,,,,,,,,
Go to Summary,,,,,,,,,,,,,,,,,,,,,,
Go to Contents,,,,,,,,,,,,,,,,,,,,,,
