2cc3yvvzk4-2.zip_LM24A2.RCC.csv,mendeley,1,Name
2csj3h29fr-1.zip_full_table_202004060334-TCNJ6C9A7M6N71CB_GIGMd_Trinity_Assembly.tsv.csv,mendeley,1,Status
5kzf7ry87g-1.zip_P22aHLADR.csv,mendeley,2,Area
77hhc87fnk-1.zip_Figure 6A_during H2O exposure.txt.csv,mendeley,6,Background
9cp9hwbh4n-2.zip_TXT_data_EDW_CH1_20110808_60255.163.txt.csv,mendeley,0,Time
d2f2bdzkty-3.zip_Research Data_SO2.txt.csv,mendeley,0,Station
d2wgbhsx4k-1.zip_Gamma Spec (text format).txt.csv,mendeley,1,Location
gvpy69796n-3.zip_Nuova Larderello.csv,mendeley,2,Type
j6c6trjvf3-4.zip_Woodbury_CAPS_smooth.txt.csv,mendeley,0,Time
jhkhvdgyfy-3.zip_totalArea.aspen.csv,mendeley,4,Model
m92ndc7m3j-1.zip_ITEM FIT ORDER.txt.csv,mendeley,6,Item
mbjvdj4nzx-2.zip_2018_Co_establishment_wormcounts.txt.csv,mendeley,0,Id
