00d0bd20-537f-42fd-b747-f9aad529b205.xlsx_downloads by collection.csv,deex,0,Title
00d0bd20-537f-42fd-b747-f9aad529b205.xlsx_downloads by document.csv,deex,0,Title
00d0bd20-537f-42fd-b747-f9aad529b205.xlsx_referrals by country.csv,deex,0,CountryCode
00d0bd20-537f-42fd-b747-f9aad529b205.xlsx_referrals by domain.csv,deex,0,Domain
00fbadb4-45a0-4853-89ea-362eab8bb900.xlsx_Sheet1.csv,deex,1,Topic
01a091e4-f210-47ac-ae87-46b9be284f54.xlsx_Books.csv,deex,0,Title
01a091e4-f210-47ac-ae87-46b9be284f54.xlsx_Fiction.csv,deex,0,Title
01a091e4-f210-47ac-ae87-46b9be284f54.xlsx_Journals.csv,deex,0,Title
01c99096-6f87-4f10-a6a5-b8614cd4219c.xlsx_Elements Changed Since August.csv,deex,3,Notes
04d4ed67-bc4b-4f1a-9755-cbc31f135c61.xls_Data.csv,deex,1,CountryCode
04d4ed67-bc4b-4f1a-9755-cbc31f135c61.xls_Metadata - Countries.csv,deex,1,CountryCode
07e6358a-46dd-44b5-9e48-727d2230fdfe.xls_Capital Outlay Distribution.csv,deex,21,District
0a1c2b6a-d846-49b7-9826-a8d2b35d2d48.xlsx_A - Baseline Request.csv,deex,4,Other
0a1c2b6a-d846-49b7-9826-a8d2b35d2d48.xlsx_C - EI Format.csv,deex,2,Name
0a1c2b6a-d846-49b7-9826-a8d2b35d2d48.xlsx_Descriptions.csv,deex,2,Description
0a1c2b6a-d846-49b7-9826-a8d2b35d2d48.xlsx_EI Format (2).csv,deex,0,Ranking
0a1c2b6a-d846-49b7-9826-a8d2b35d2d48.xlsx_EI.csv,deex,0,Ranking
0a4bca5d-91e9-4d69-9a9c-9296439edba9.xlsx_Contractor Commission Tracking .csv,deex,0,Date
0a5f8605-fc29-42b1-8a58-e0b19518becf.xls_Charters.csv,deex,0,EducationalInstitution
0a5f8605-fc29-42b1-8a58-e0b19518becf.xls_Districts.csv,deex,0,EducationalInstitution
0a84235a-66ad-4130-9189-58d73178801e.xlsx_Bid Items.csv,deex,2,Description
0ae707b8-065a-43fb-8bdb-00955e6fc8ae.xlsx_Page1_1.csv,deex,4,Status
0b02d397-b726-48de-9dd9-524485e75998.xlsx_Ciona_coords.txt.csv,deex,0,Chromosome
0b13acff-a6db-4f5d-ae9c-6551d36ca31f.xlsx_NP counts and allocations.csv,deex,1,Name
0b33bdd9-8331-4410-96bd-511c5b1dff4b.xlsx_Courses.csv,deex,1,Course
0b62ac60-cc3a-46c9-a261-e0059011ad68.xlsx_Charter Schools.csv,deex,1,EducationalInstitution
0b62ac60-cc3a-46c9-a261-e0059011ad68.xlsx_School Districts.csv,deex,1,EducationalInstitution
0be0ebf4-84ac-4e31-83ee-412e728c82fa.xls_Historical Dividend.csv,deex,2,RecordDate
0be0ebf4-84ac-4e31-83ee-412e728c82fa.xls_Historical of Short.csv,deex,0,Date
0be0ebf4-84ac-4e31-83ee-412e728c82fa.xls_Historical Price.csv,deex,0,Date
0be0ebf4-84ac-4e31-83ee-412e728c82fa.xls_Insider Ownership.csv,deex,0,Date
0be0ebf4-84ac-4e31-83ee-412e728c82fa.xls_Institutional Ownership.csv,deex,0,Date
0bea77e5-92d0-4971-a440-4252b908ddd6.xlsx_Suppl Tab 2a.csv,deex,1,Category
0bea77e5-92d0-4971-a440-4252b908ddd6.xlsx_Suppl Tab 2b.csv,deex,0,Rank
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA03.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA04.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA05.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA06.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA07.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA08.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA09.csv,deex,1,Location
0c07b0ff-ada3-43f9-afe2-76f0b4dc7fea.xlsx_MA10.csv,deex,1,Location
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_HawaiiCC Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_Hilo Benchmark.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_Hilo Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_HonoluluCC Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_KapiolaniCC Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_KauaiCC Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_LeewardCC Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_Manoa Benchmark.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_Manoa Peer.csv,deex,2,Institution
0c1b1da4-791b-4cd1-9bc2-0da6e98d4cbe.xls_MauiCC Peer.csv,deex,2,Institution
