ImageId,CellId,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,X_position,Y_position,ZScoreNorm_Cell_CD14C01CD16C02HLADRC03Cy5_HLADR,ZScoreNorm_Cell_CD14C01CD16C02HLADRC03FITC_CD14,ZScoreNorm_Cell_CD1aC01SynCAMC02RBPJC03Cy5_RBPJ,ZScoreNorm_Cell_CD1aC01SynCAMC02RBPJC03FITC_CD1a,ZScoreNorm_Cell_CD1aC01SynCAMC02RBPJC03TRITC_SynCAM,ZScoreNorm_Cell_CD207C01CD5C02nullC03FITC_CD207,ZScoreNorm_Cell_CD207C01CD5C02nullC03TRITC_CD5,ZScoreNorm_Cell_CD30C01TBETC02nullC03TRITC_TBET,ZScoreNorm_Cell_CD3C01PU1C02CD20C03Cy5_CD20,ZScoreNorm_Cell_CD3C01PU1C02CD20C03FITC_CD3,ZScoreNorm_Cell_CD45C01Lef1C02Pax5C03Cy5_Pax5,ZScoreNorm_Cell_CD45C01Lef1C02Pax5C03FITC_CD45,ZScoreNorm_Cell_CD45C01Lef1C02Pax5C03TRITC_Lef1,ZScoreNorm_Cell_CD4C01Foxp3C02nullC03FITC_CD4,ZScoreNorm_Cell_CD4C01Foxp3C02nullC03TRITC_Foxp3,ZScoreNorm_Cell_ID2C01BCL6C02GBP1C03TRITC_BCL6,ZScoreNorm_Cell_ID2C01nullC02GBP1C03Cy5_GBP1,ZScoreNorm_Cell_ID2C01nullC02GBP1C03FITC_ID2,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03Cy5_CD163,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03DAPI,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03FITC_IRF4,ZScoreNorm_Cell_IRF4C01CD141C02CD163C03TRITC_CD141,ZScoreNorm_Cell_IRF8C01PU1C02FOXP3C03FITC_IRF8,ZScoreNorm_Cell_IRF8C01PU1C02FOXP3C03TRITC_PU1,ZScoreNorm_Cell_LAG3C01CD22C02Blimp1C03Cy5_Blimp1,ZScoreNorm_Cell_LAG3C01CD22C02Blimp1C03FITC_LAG3,ZScoreNorm_Cell_LAG3C01CD22C02Blimp1C03TRITC_CD22,ZScoreNorm_Cell_LYSC01CD1cC02S100C03FITC_LYS,ZScoreNorm_Cell_LYSC01CD1cC02S100C03TRITC_CD1c,ZScoreNorm_Cell_MX1C01CD23C02GRB7C03Cy5_GRB7,ZScoreNorm_Cell_MX1C01CD23C02GRB7C03FITC_MX1,ZScoreNorm_Cell_MX1C01CD23C02GRB7C03TRITC_CD23,ZScoreNorm_Cell_PD1C01pSTAT1C02KiCy5_Ki67,ZScoreNorm_Cell_PD1C01pSTAT1C02KiFITC_PD1,ZScoreNorm_Cell_PD1C01pSTAT1C02KiTRITC_pSTAT1,ZScoreNorm_Cell_S100ABC01CD34C02nullC03FITC_S100AB,ZScoreNorm_Cell_S100ABC01CD34C02nullC03TRITC_CD34,ZScoreNorm_Cell_TIM3C01CLEC10AC02CD8C03Cy5_CD8,ZScoreNorm_Cell_TIM3C01CLEC10AC02CD8C03FITC_TIM3,ZScoreNorm_Cell_TIM3C01CLEC10AC02CD8C03TRITC_CLEC10A,ZScoreNorm_Cell_VISTAC01CD16C02CD68C03Cy5_CD68,ZScoreNorm_Cell_VISTAC01CD16C02CD68C03FITC_VISTA,ZScoreNorm_Cell_VISTAC01CD16C02CD68C03TRITC_CD16,ZScoreNorm_Cell_cMAFC01CD137C02CD123C03Cy5_CD123,ZScoreNorm_Cell_cMAFC01CD137C02CD123C03FITC_cMAF,ZScoreNorm_Cell_cMAFC01CD137C02CD123C03TRITC_CD137,ZScoreNorm_Cell_cMycC01CD141C02EK2C03FITC_cMyc
382828,1,77,0.649977626,0.974683544,0.777777778,1,28.648,11.42780495,8.684598593,-76.66608924,3611.792208,64.97402597,0.404413297,-1.185160755,-2.20754596,-1.415401137,-1.298844209,-0.732311941,-1.079768926,-1.242025256,-1.374355224,-3.282910515,-1.671429041,-2.196880258,-2.086222732,-1.080127689,-1.136875092,-3.014749081,-1.754459393,-0.682124025,-0.92361472,-3.296940352,-0.902816595,-3.378794815,-0.830441326,-0.388323455,-2.451237871,-0.95267032,-1.278925417,-1.059573026,-1.778756452,-1.62704904,-1.19558123,-1.212986817,-1.014982034,-1.27639258,-1.475816693,-1.32213382,-0.429270258,-1.200814037,-0.866245482,-1.106319519,-0.790992802,-0.750524107,-0.296451593,-1.524523713,-1.213955321,-0.344854609,-1.487122653
382828,2,77,0.75883342,0.93902439,0.712962963,1,30.335,12.43495552,8.098697034,77.89357012,824.3766234,78.96103896,0.35485792,-1.185160755,-2.20754596,-1.415401137,-1.298844209,-0.732311941,-1.111269536,-1.236326307,-1.357680298,-3.303481583,-1.671429041,-2.188273874,-2.066209773,-1.080127689,-1.136875092,-3.014749081,-1.841951081,-0.682124025,-0.92361472,-3.348117663,-0.902816595,-3.378794815,-0.830441326,-0.319326119,-2.896662233,-0.95267032,-1.280329462,-1.059142105,-1.804579486,-1.62704904,-1.19558123,-1.212986817,-1.014982034,-1.27639258,-1.475816693,-1.32213382,-0.429270258,-1.321348542,-0.866245482,-1.261479359,-0.790992802,-0.750524107,-0.296451593,-1.524523713,-1.213955321,-0.344854609,-1.487122653
382828,3,241,0.607460306,0.979674797,0.845614035,1,53.144,19.73483592,15.67636759,-88.40207998,2968.058091,112.2614108,1.344972792,-1.185160755,-2.203398234,-1.415401137,-1.271907255,-0.732311941,-1.080930089,0.518082081,-1.409270698,-3.331498351,-1.671429041,-2.173965814,-2.155331969,-1.080127689,-1.136875092,-3.0144291,-1.754459393,-0.682124025,-0.905131737,-3.292616002,-0.902816595,-3.367591793,-0.830441326,-0.314721055,-2.43006335,-0.95267032,-1.150248053,-1.043724763,-1.818691987,-1.62704904,-1.19558123,-1.212986817,-1.006448676,-1.27639258,-1.426930611,-1.32213382,-0.439275379,-1.186314815,-0.866245482,-0.946586002,-0.789376709,-0.750524107,-0.298568709,-1.524523713,-1.213955321,-0.347798706,-1.495413811
382828,4,351,0.71097512,0.847826087,0.635869565,1,79.377,27.47227186,19.31897308,-57.86117445,2664.974359,413.1054131,1.506269166,0.790124636,-0.133804886,-0.090822954,1.478732324,-0.692682402,-1.215356626,-0.569867987,-0.854197894,-0.927911865,-0.803093277,-0.362960712,-1.106706021,-0.529110093,-0.579849954,0.421125956,-0.337032295,-0.405264978,0.11502143,-0.784950652,-0.837060547,3.531276222,1.690634185,0.091992747,-0.535434531,-0.889284458,-0.398897887,1.714347558,-0.566300075,-0.592313136,-0.095744834,-0.656168607,-0.148068312,-0.523951425,6.98E-05,-0.118022701,-0.445156342,-0.663317529,3.283547477,0.093084413,0.783184291,-0.051290173,-0.201986292,-0.729985742,0.674521811,-0.44644031,-0.349685821
382828,5,63,0.791572883,0.940298507,0.818181818,1,26.762,11.56553231,7.067404968,-89.7271712,2027.095238,442.2380952,3.391956625,-0.151786957,0.115971191,-0.476003174,1.121202364,-0.609301123,-0.955467956,-0.622766831,2.736138282,-0.203198892,-0.369722864,-0.00965041,-1.109878894,-0.483017913,-0.387831646,0.696412845,-0.384745446,-0.682124025,-0.779963283,-1.657721599,-0.438959362,-1.71693541,-0.562982448,-0.420752151,0.365231749,-0.782408058,-0.104521448,-0.644040876,-0.638256046,-0.366717861,2.934810388,-0.720378127,0.002293735,-1.088418919,-0.729755899,-1.177913625,-0.307297006,-0.292059293,-0.540416585,0.092276381,-0.360651231,-0.750524107,-0.62595536,-0.077352588,-0.353063434,-0.356117038,-1.012524596
382828,6,95,0.899961248,0.887850467,0.633333333,1,38.547,17.40125574,7.586423677,-62.85588911,2968.031579,454.2736842,0.745380732,2.733668315,-0.256386965,0.03826936,0.681528935,-0.243023269,-1.105300478,-1.10121661,-0.784321823,-0.768406677,-0.990784936,-1.155213934,-1.164294419,-1.042619121,-0.912886599,-1.088363884,-0.715184816,0.989282798,0.858254192,-2.551603196,-0.880464481,-0.447735755,-0.7894777,-0.117725085,-1.330900039,-0.921304898,0.019486987,2.789818802,0.547392372,-0.82699708,-0.386133943,-0.93493853,-0.154205382,-0.935075835,-1.15348823,0.290950936,-0.560949324,-0.766640377,-0.703334026,0.27722358,1.958149636,-0.658873653,0.125522406,-1.071149489,-0.365872994,-0.363526662,-0.982615068
382828,7,115,0.745292283,0.958333333,0.766666667,1,37.993,15.08817431,10.05985749,-82.62249879,4150.956522,459.7478261,0.409131217,-1.185160755,-2.20754596,-1.415401137,-1.298844209,-0.732311941,-1.17713411,-1.242025256,-1.405900133,-3.272165688,-1.671429041,-2.183434371,-2.174323429,-1.080127689,-1.136875092,-3.014749081,-1.754459393,-0.682124025,-0.919804678,-3.292616002,-0.902816595,-3.370628603,-0.830441326,-0.918182654,-2.43006335,-0.95267032,-1.22298436,-1.097240377,-1.800174594,-1.62704904,-1.19558123,-1.212986817,-1.014982034,-1.27639258,-1.472183354,-1.32213382,-0.4567903,-1.200814037,-0.864610264,-1.082919849,-0.790025154,-0.750524107,-0.321594289,-1.524523713,-1.213955321,-0.344854609,-1.495413811
382828,8,64,0.46355043,1,0.888888889,1,25.811,9.713006241,8.606408669,-86.59154807,3151.609375,467.3125,1.218540786,0.750978396,-1.999360209,-1.415401137,-1.298844209,-0.72920703,-1.237246345,-1.461542964,-0.305290972,-0.50058108,-1.493555377,-2.196880258,-2.886249777,-1.080127689,-1.428451612,1.739733557,1.12320654,-0.58879711,-0.334538749,-1.085403735,-0.89704633,-0.560218416,-0.830441326,-2.055754199,-0.398350641,-0.95267032,-0.393642581,2.731779793,-0.765998567,-1.62704904,-1.19558123,-1.212986817,-0.894016271,-1.27639258,-1.559394065,-1.217370181,-0.579988534,-0.546130273,-0.399614905,2.194377137,1.431889817,-0.750524107,-0.386819082,-0.66665215,2.248659648,-0.461271708,-1.438887347
382828,9,153,0.805440787,0.993506494,0.9,1,43.749,18.30634067,10.84973336,-86.1421851,2610.339869,494.7777778,1.324418553,1.415501937,0.131824658,-0.12839799,1.142299949,-0.67906193,-1.171246292,-0.854165621,-0.772453434,-0.376533719,-0.62808443,-1.020713543,-0.992238456,0.244582079,-0.304994607,-0.203482691,3.288733317,-0.19543465,3.631434259,-1.148572267,-0.667570853,-0.183444223,-0.77721708,0.09304492,0.150506755,-0.668365631,-0.540446142,1.361400422,-0.224943264,-0.154728128,0.471676042,-0.315591701,0.118464554,-1.025149766,-0.69144082,0.569676601,-0.579988534,-0.450493587,-0.059319181,1.033074872,3.455241155,2.610242885,1.779274676,-0.445679881,0.12328556,-0.304278966,-0.242020186
382828,10,83,0.888910548,0.965116279,0.741071429,1,33.585,15.36086664,7.036518383,69.02538627,2507.313253,500.2409639,0.376155992,4.052639708,1.297447654,0.564381813,1.717788421,-0.603031184,-1.227054435,-0.34671853,-1.239674357,-0.294756743,-0.637089621,-1.563104846,-1.260988428,1.180141259,0.860786275,1.069531515,0.728165531,1.313025568,3.807676556,0.354896044,-0.760457082,-0.01201548,-0.547641362,-0.227203033,0.078729381,-0.732498263,-0.01416283,0.536422633,-0.448567285,2.169505714,0.69765651,-0.453376198,0.319188566,-0.620532979,-0.103422061,1.380960406,-0.461953441,-0.478002638,-0.144654472,1.296219129,3.237504291,0.512054925,0.735901238,-0.35427275,1.84189237,-0.276471932,0.736005618
