col_0,col_1
24,77.18349434
25,77.97157253
26,78.7293367
27,79.4553672
28,80.14496392
29,80.79407458
30,81.40141977
31,81.96077969
32,82.46987293
33,82.93292679
34,83.35460963
35,83.73895748
36,84.0926116
37,84.42209211
38,84.73166387
39,85.02881222
40,85.31511774
41,85.59067112
42,85.85570655
43,86.1098373
44,86.35125562
45,86.58076677
46,86.79865649
47,87.00268937
48,87.1960197
49,87.37759088
50,87.54783086
51,87.70910059
52,87.86129982
53,88.00490829
54,88.14075189
55,88.26877497
56,88.39036553
57,88.50345003
58,88.61001522
59,88.70857766
60,88.79965758
61,88.88353651
62,88.96027707
63,89.02993039
64,89.09158633
65,89.14526626
66,89.19101106
67,89.22979646
68,89.25955497
69,89.28167402
70,89.2959734
71,89.30140238
72,89.30025192
73,89.29213208
74,89.27555407
75,89.25119462
76,89.22007306
77,89.180402
78,89.13284801
79,89.07589497
80,89.0093436
81,88.93423179
82,88.84837892
83,88.75116132
84,88.64337174
85,88.52391213
86,88.3911619
87,88.24574361
88,88.08580605
89,87.91033412
90,87.71823843
91,87.50845374
92,87.27821176
93,87.02714743
94,86.75261816
95,86.45362283
96,86.12873934
97,85.77505113
98,85.38861175
99,84.95588254
100,84.45525672
101,83.85057184
102,83.08189642
103,82.05557154
104,80.48621764
29,80.72576148
30,81.28034254
31,81.81560933
32,82.33088233
33,82.82605886
34,83.29706674
35,83.74300375
36,84.16175094
37,84.55184629
38,84.91536141
39,85.25339787
40,85.56772593
41,85.86132806
42,86.13565673
43,86.39359211
44,86.63676515
45,86.86870953
46,87.09001562
47,87.3019311
48,87.50538782
49,87.70060182
50,87.88770528
51,88.06880195
52,88.24219593
53,88.4114086
54,88.57432996
55,88.73136136
56,88.88393865
57,89.02927013
58,89.16816958
59,89.30075651
60,89.4252223
61,89.54153826
62,89.65070336
63,89.75089567
64,89.84402041
65,89.9292029
66,90.00743525
67,90.07971561
68,90.14513483
69,90.20472394
