,,,95.0,99.0,10d-99,,
Portfolio #1,,,,,,,
,a),,83261.0,117561.0,371760.52400705486,,
,b),,208152.0,293903.0,929402.8911564673,,
,c),,416305.0,587806.0,1858805.7823129345,,
Portfolio #2,,,492083.0,675387.0,2135761.222068141,,Gas Shorts are driving risk
,,,632595.0,906235.0,2865766.6953626913,,Gas alone w/o power
Portfolio #2a,,,361103.0,501913.0,1587188.267248092,,"20,000/day"
Portfolio #3,,,274451.0,377110.0,1192526.5284260977,,
Portfolio #4,,,195842.0,274774.0,868911.6817951063,,
Portfolio #5,,,1293548.0,1815823.0,5742136.5077199275,,
500 N-Q02 Cin,,,416305.0,416305.0,416305,,
30K/d J-V02 NX,,,-632595.0,-400000.0,-427937,,
NG-R4,,,0.6,0.6,0.6,,
