Table 8,,,,,,,,,,,
WISCONSIN,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2007",,,,,,,,,,,
City,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
Albany,1119.0,4.0,0.0,0.0,0.0,4.0,33.0,3.0,29.0,1.0,0.0
Algoma,3228.0,2.0,0.0,2.0,0.0,0.0,82.0,5.0,73.0,4.0,0.0
Altoona,6377.0,3.0,0.0,2.0,0.0,1.0,152.0,22.0,117.0,13.0,0.0
Amery,2846.0,7.0,0.0,0.0,0.0,7.0,40.0,6.0,32.0,2.0,0.0
Antigo,8225.0,7.0,0.0,0.0,0.0,7.0,604.0,101.0,492.0,11.0,0.0
Appleton,70169.0,146.0,0.0,26.0,23.0,97.0,2379.0,413.0,1883.0,83.0,8.0
Arcadia,2329.0,1.0,0.0,0.0,0.0,1.0,44.0,7.0,35.0,2.0,0.0
Ashland,8147.0,25.0,0.0,1.0,2.0,22.0,374.0,48.0,307.0,19.0,2.0
Ashwaubenon,17033.0,10.0,1.0,2.0,0.0,7.0,933.0,66.0,839.0,28.0,1.0
Bangor,1343.0,2.0,0.0,1.0,1.0,0.0,15.0,4.0,11.0,0.0,0.0
Baraboo,11015.0,40.0,0.0,2.0,1.0,37.0,390.0,28.0,347.0,15.0,0.0
Barron,3145.0,6.0,0.0,2.0,2.0,2.0,51.0,10.0,30.0,11.0,0.0
Bayfield,579.0,1.0,0.0,0.0,0.0,1.0,20.0,4.0,16.0,0.0,0.0
Bayside,4216.0,1.0,0.0,0.0,1.0,0.0,23.0,1.0,22.0,0.0,0.0
Beaver Dam,15551.0,8.0,0.0,1.0,3.0,4.0,493.0,53.0,437.0,3.0,0.0
Belleville,2246.0,3.0,0.0,1.0,0.0,2.0,43.0,3.0,40.0,0.0,0.0
Beloit,36424.0,151.0,2.0,12.0,63.0,74.0,1719.0,283.0,1327.0,109.0,14.0
Beloit Town,7475.0,7.0,0.0,1.0,2.0,4.0,163.0,30.0,124.0,9.0,2.0
Berlin,5197.0,4.0,0.0,0.0,0.0,4.0,193.0,23.0,164.0,6.0,1.0
Black River Falls,3456.0,6.0,0.0,2.0,0.0,4.0,138.0,14.0,118.0,6.0,0.0
Blair,1276.0,2.0,0.0,0.0,0.0,2.0,33.0,9.0,22.0,2.0,1.0
Bloomer,3378.0,1.0,0.0,0.0,0.0,1.0,63.0,4.0,56.0,3.0,0.0
Bloomfield,5990.0,4.0,0.0,3.0,0.0,1.0,100.0,16.0,82.0,2.0,0.0
Boscobel,3185.0,10.0,0.0,0.0,0.0,10.0,52.0,10.0,42.0,0.0,0.0
Brillion,2857.0,2.0,0.0,1.0,0.0,1.0,35.0,4.0,29.0,2.0,0.0
Brodhead,3089.0,3.0,0.0,1.0,0.0,2.0,63.0,7.0,56.0,0.0,0.0
Brookfield,39738.0,29.0,0.0,2.0,16.0,11.0,1190.0,112.0,1063.0,15.0,2.0
Brookfield Township,6243.0,13.0,0.0,0.0,2.0,11.0,173.0,23.0,144.0,6.0,0.0
Brown Deer,11507.0,25.0,0.0,1.0,9.0,15.0,462.0,46.0,386.0,30.0,0.0
Burlington,10599.0,3.0,0.0,0.0,1.0,2.0,328.0,34.0,285.0,9.0,0.0
Burlington Town,6552.0,4.0,0.0,0.0,0.0,4.0,69.0,10.0,55.0,4.0,1.0
Butler,1806.0,6.0,0.0,0.0,0.0,6.0,60.0,13.0,44.0,3.0,1.0
Caledonia,25682.0,28.0,0.0,0.0,23.0,5.0,299.0,51.0,226.0,22.0,0.0
Campbellsport,1929.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,35.0,0.0,0.0
Campbell Township,4437.0,5.0,0.0,0.0,0.0,5.0,51.0,9.0,40.0,2.0,0.0
Cedarburg,11216.0,5.0,0.0,0.0,0.0,5.0,154.0,5.0,148.0,1.0,0.0
Chenequa,590.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0
Chetek,2177.0,2.0,0.0,0.0,0.0,2.0,49.0,20.0,26.0,3.0,0.0
Chilton,3635.0,1.0,0.0,1.0,0.0,0.0,63.0,9.0,50.0,4.0,0.0
Chippewa Falls,13158.0,18.0,0.0,2.0,2.0,14.0,243.0,36.0,201.0,6.0,2.0
Cleveland,1401.0,3.0,0.0,1.0,0.0,2.0,8.0,1.0,7.0,0.0,1.0
Clinton,2261.0,2.0,0.0,0.0,1.0,1.0,55.0,5.0,48.0,2.0,2.0
Clintonville,4435.0,16.0,0.0,1.0,0.0,15.0,178.0,16.0,157.0,5.0,1.0
Colby-Abbotsford,3649.0,3.0,0.0,0.0,0.0,3.0,82.0,5.0,72.0,5.0,0.0
Columbus,5068.0,2.0,0.0,0.0,0.0,2.0,112.0,6.0,106.0,0.0,0.0
Combined Locks,3121.0,2.0,0.0,0.0,0.0,2.0,19.0,4.0,15.0,0.0,0.0
Cornell,1424.0,4.0,0.0,0.0,0.0,4.0,34.0,2.0,32.0,0.0,0.0
Cottage Grove,5530.0,4.0,0.0,1.0,0.0,3.0,150.0,32.0,113.0,5.0,0.0
Crandon,1880.0,10.0,6.0,0.0,0.0,4.0,60.0,15.0,42.0,3.0,0.0
Cross Plains,3541.0,2.0,0.0,0.0,1.0,1.0,52.0,10.0,41.0,1.0,0.0
Cuba City,2052.0,3.0,0.0,1.0,0.0,2.0,58.0,9.0,49.0,0.0,2.0
Cudahy,17998.0,68.0,0.0,9.0,28.0,31.0,589.0,115.0,447.0,27.0,4.0
Cumberland,2299.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,18.0,5.0,0.0
Dane,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darien,1609.0,2.0,0.0,0.0,0.0,2.0,38.0,5.0,32.0,1.0,0.0
Darlington,2328.0,9.0,0.0,0.0,0.0,9.0,32.0,3.0,27.0,2.0,0.0
DeForest,8845.0,7.0,0.0,1.0,0.0,6.0,167.0,26.0,137.0,4.0,0.0
Delafield,6975.0,14.0,0.0,0.0,2.0,12.0,125.0,12.0,111.0,2.0,0.0
Delavan,8450.0,21.0,5.0,1.0,1.0,14.0,366.0,27.0,326.0,13.0,0.0
Delavan Town,4906.0,17.0,0.0,0.0,0.0,17.0,117.0,23.0,89.0,5.0,0.0
Denmark,2124.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0
De Pere,22781.0,5.0,0.0,2.0,0.0,3.0,413.0,56.0,347.0,10.0,0.0
Dodgeville,4577.0,4.0,0.0,1.0,2.0,1.0,110.0,10.0,99.0,1.0,0.0
Durand,1867.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0
Eagle River,1579.0,2.0,0.0,1.0,1.0,0.0,109.0,8.0,97.0,4.0,0.0
Eagle Village,1838.0,3.0,0.0,0.0,0.0,3.0,21.0,5.0,16.0,0.0,0.0
East Troy,4276.0,6.0,1.0,2.0,1.0,2.0,212.0,15.0,191.0,6.0,1.0
Eau Claire,63472.0,96.0,0.0,12.0,12.0,72.0,1966.0,365.0,1503.0,98.0,2.0
Edgar,1490.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,5.0,0.0,0.0
Edgerton,5230.0,1.0,0.0,0.0,1.0,0.0,41.0,12.0,28.0,1.0,0.0
Eleva,656.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,8.0,1.0,0.0
Elkhart Lake,1153.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,32.0,0.0,0.0
Elkhorn,9354.0,7.0,0.0,6.0,0.0,1.0,240.0,31.0,202.0,7.0,0.0
Elk Mound,805.0,4.0,0.0,0.0,0.0,4.0,6.0,2.0,3.0,1.0,0.0
Ellsworth,3112.0,2.0,0.0,0.0,0.0,2.0,77.0,16.0,59.0,2.0,2.0
Elm Grove,6064.0,0.0,0.0,0.0,0.0,0.0,98.0,9.0,88.0,1.0,0.0
Elroy,1487.0,3.0,0.0,1.0,1.0,1.0,23.0,3.0,20.0,0.0,0.0
Evansville,5023.0,9.0,0.0,0.0,0.0,9.0,104.0,7.0,94.0,3.0,0.0
Everest,15771.0,56.0,2.0,2.0,4.0,48.0,371.0,66.0,297.0,8.0,3.0
Fennimore,2255.0,1.0,0.0,0.0,0.0,1.0,63.0,9.0,54.0,0.0,0.0
Fitchburg,22793.0,64.0,1.0,7.0,17.0,39.0,724.0,74.0,616.0,34.0,4.0
Fond du Lac,42349.0,147.0,0.0,29.0,19.0,99.0,1204.0,113.0,1055.0,36.0,9.0
Fontana,1890.0,3.0,0.0,0.0,0.0,3.0,44.0,6.0,38.0,0.0,0.0
Fort Atkinson,12023.0,9.0,0.0,0.0,2.0,7.0,357.0,16.0,335.0,6.0,0.0
Fox Lake,1486.0,2.0,1.0,1.0,0.0,0.0,14.0,1.0,13.0,0.0,0.0
Fox Point,6663.0,3.0,0.0,0.0,3.0,0.0,53.0,7.0,46.0,0.0,0.0
Franklin,34449.0,73.0,0.0,9.0,7.0,57.0,804.0,120.0,639.0,45.0,7.0
Frederic,1220.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0
Geneva Town,4726.0,2.0,0.0,0.0,0.0,2.0,139.0,18.0,120.0,1.0,0.0
Genoa City,2911.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,30.0,3.0,0.0
Germantown,19491.0,15.0,1.0,4.0,4.0,6.0,413.0,52.0,348.0,13.0,4.0
Glendale,12736.0,29.0,0.0,0.0,26.0,3.0,759.0,33.0,657.0,69.0,0.0
Grafton,11712.0,7.0,0.0,0.0,3.0,4.0,230.0,10.0,216.0,4.0,0.0
Grand Chute,20793.0,19.0,0.0,5.0,7.0,7.0,1178.0,60.0,1082.0,36.0,1.0
Grand Rapids,7741.0,1.0,0.0,1.0,0.0,0.0,53.0,15.0,34.0,4.0,0.0
Grantsburg,1445.0,1.0,0.0,1.0,0.0,0.0,38.0,13.0,24.0,1.0,0.0
Green Bay,100010.0,616.0,2.0,67.0,89.0,458.0,2843.0,565.0,2094.0,184.0,11.0
Greendale,13708.0,17.0,0.0,0.0,9.0,8.0,781.0,17.0,753.0,11.0,0.0
Greenfield,35435.0,59.0,0.0,9.0,25.0,25.0,1456.0,169.0,1204.0,83.0,3.0
Green Lake,1158.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,21.0,1.0,0.0
Hales Corners,7538.0,7.0,0.0,1.0,1.0,5.0,157.0,15.0,137.0,5.0,0.0
Hartford,13611.0,7.0,0.0,0.0,2.0,5.0,332.0,28.0,294.0,10.0,1.0
Hartland,8793.0,7.0,0.0,1.0,2.0,4.0,126.0,25.0,100.0,1.0,0.0
Hayward,2330.0,16.0,0.0,6.0,2.0,8.0,206.0,21.0,172.0,13.0,0.0
Hazel Green,1134.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hillsboro,1283.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Hobart-Lawrence,9725.0,0.0,0.0,0.0,0.0,0.0,61.0,10.0,48.0,3.0,0.0
Holmen,7512.0,5.0,0.0,0.0,0.0,5.0,137.0,22.0,107.0,8.0,0.0
Horicon,3640.0,4.0,1.0,1.0,1.0,1.0,57.0,2.0,52.0,3.0,1.0
Hortonville,2774.0,1.0,0.0,0.0,0.0,1.0,142.0,8.0,132.0,2.0,1.0
Hudson,12408.0,26.0,0.0,2.0,9.0,15.0,656.0,60.0,580.0,16.0,0.0
Hurley,1623.0,4.0,0.0,0.0,1.0,3.0,59.0,4.0,49.0,6.0,0.0
Independence,1243.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,8.0,0.0,0.0
Iron Ridge,990.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,12.0,1.0,0.0
Jackson,6248.0,9.0,0.0,3.0,0.0,6.0,42.0,5.0,35.0,2.0,2.0
Janesville,63383.0,158.0,0.0,25.0,55.0,78.0,2731.0,431.0,2217.0,83.0,9.0
Jefferson,7773.0,32.0,0.0,1.0,1.0,30.0,239.0,18.0,209.0,12.0,1.0
Juneau,2654.0,1.0,0.0,1.0,0.0,0.0,60.0,14.0,45.0,1.0,0.0
Kaukauna,15405.0,8.0,0.0,2.0,1.0,5.0,324.0,4.0,300.0,20.0,1.0
Kenosha,96996.0,357.0,2.0,46.0,144.0,165.0,3395.0,770.0,2368.0,257.0,6.0
Kewaskum,4070.0,5.0,0.0,1.0,0.0,4.0,30.0,3.0,27.0,0.0,1.0
Kewaunee,2877.0,3.0,0.0,1.0,0.0,2.0,34.0,4.0,30.0,0.0,0.0
Kiel,3518.0,14.0,0.0,1.0,2.0,11.0,91.0,6.0,80.0,5.0,1.0
Kohler,1992.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,58.0,2.0,0.0
La Crosse,50032.0,164.0,1.0,15.0,22.0,126.0,1867.0,305.0,1475.0,87.0,6.0
Ladysmith,3594.0,2.0,0.0,1.0,0.0,1.0,154.0,10.0,140.0,4.0,0.0
Lake Delton,2973.0,11.0,0.0,2.0,2.0,7.0,543.0,36.0,498.0,9.0,1.0
Lake Geneva,8209.0,9.0,0.0,4.0,1.0,4.0,418.0,31.0,379.0,8.0,0.0
Lake Hallie,5959.0,6.0,0.0,0.0,0.0,6.0,233.0,44.0,180.0,9.0,0.0
Lake Mills,5483.0,5.0,0.0,2.0,0.0,3.0,60.0,6.0,53.0,1.0,0.0
Lancaster,3869.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,41.0,0.0,0.0
Lodi,2947.0,3.0,0.0,0.0,0.0,3.0,81.0,5.0,75.0,1.0,0.0
Luxemburg,2286.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,23.0,2.0,0.0
Madison,225370.0,834.0,8.0,57.0,359.0,410.0,8224.0,2059.0,5658.0,507.0,68.0
Manitowoc,33541.0,66.0,0.0,5.0,2.0,59.0,789.0,116.0,633.0,40.0,0.0
Maple Bluff,1286.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,31.0,0.0,0.0
Marathon City,1562.0,4.0,0.0,0.0,0.0,4.0,37.0,7.0,30.0,0.0,0.0
Marinette,10906.0,12.0,0.0,2.0,4.0,6.0,440.0,54.0,369.0,17.0,2.0
Marion,1232.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,9.0,1.0,0.0
Markesan,1332.0,2.0,0.0,0.0,0.0,2.0,29.0,4.0,24.0,1.0,0.0
Marshall Village,3604.0,5.0,0.0,2.0,0.0,3.0,79.0,10.0,67.0,2.0,0.0
Marshfield,19175.0,16.0,3.0,3.0,4.0,6.0,504.0,95.0,395.0,14.0,8.0
Mauston,4329.0,22.0,0.0,1.0,0.0,21.0,158.0,17.0,132.0,9.0,0.0
Mayville,5430.0,1.0,0.0,0.0,0.0,1.0,14.0,2.0,12.0,0.0,0.0
McFarland,7663.0,8.0,0.0,1.0,0.0,7.0,195.0,48.0,143.0,4.0,0.0
Medford,4108.0,7.0,0.0,3.0,0.0,4.0,159.0,13.0,145.0,1.0,0.0
Menasha,16756.0,63.0,0.0,8.0,5.0,50.0,529.0,85.0,428.0,16.0,1.0
Menomonee Falls,34612.0,23.0,1.0,0.0,9.0,13.0,631.0,85.0,520.0,26.0,1.0
Menomonie,15367.0,28.0,0.0,1.0,2.0,25.0,337.0,52.0,269.0,16.0,2.0
Mequon,23736.0,8.0,0.0,3.0,5.0,0.0,123.0,30.0,89.0,4.0,0.0
Merrill,9860.0,20.0,0.0,7.0,1.0,12.0,420.0,48.0,356.0,16.0,0.0
Middleton,16710.0,11.0,0.0,1.0,4.0,6.0,451.0,66.0,361.0,24.0,2.0
Milton,5800.0,4.0,0.0,0.0,0.0,4.0,44.0,9.0,32.0,3.0,0.0
Milwaukee,572938.0,8040.0,105.0,236.0,3529.0,4170.0,38199.0,6203.0,24248.0,7748.0,346.0
Mineral Point,2562.0,5.0,0.0,0.0,0.0,5.0,56.0,9.0,46.0,1.0,0.0
Minocqua,5026.0,5.0,0.0,1.0,0.0,4.0,155.0,7.0,138.0,10.0,0.0
Mishicot,1397.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,1.0
Mondovi,2638.0,1.0,0.0,0.0,0.0,1.0,31.0,4.0,26.0,1.0,0.0
Monona,7924.0,10.0,0.0,0.0,6.0,4.0,358.0,30.0,316.0,12.0,0.0
Monroe,10563.0,13.0,0.0,3.0,1.0,9.0,282.0,23.0,250.0,9.0,3.0
Mosinee,4078.0,2.0,0.0,0.0,0.0,2.0,103.0,17.0,79.0,7.0,0.0
Mount Horeb,6674.0,2.0,0.0,0.0,1.0,1.0,145.0,16.0,126.0,3.0,0.0
Mount Pleasant,26237.0,31.0,0.0,1.0,16.0,14.0,804.0,151.0,623.0,30.0,2.0
Mukwonago,6890.0,2.0,0.0,0.0,0.0,2.0,114.0,16.0,91.0,7.0,0.0
Muskego,22961.0,6.0,0.0,0.0,2.0,4.0,257.0,39.0,207.0,11.0,1.0
Neenah,24871.0,56.0,0.0,4.0,1.0,51.0,499.0,92.0,389.0,18.0,16.0
