,x/D,=,1,,
,z/D,U/Vin,u'/Vin W/Vin w'/Vin,,
,3.5,0.8200292499999979,0.5698382351576017,-0.02623683333333319,0.3208533479685358
,3.25,-0.2728819598559952,0.2748749270960599,0.09346707503828493,0.2352208344564237
,3,-0.2332152238465049,0.2795286105914205,-0.05237839821919108,0.2070362800060092
,2.75,0.110326210324449,0.329509678983483,-0.1673877925253237,0.2262535411207523
,2.5,1.06548158333333,0.4320336231216765,0.06205851860384744,0.1665162614725042
,2.25,2.734418083333334,0.1209549819050317,0.1204749166666668,0.09874582136078811
,2,1.655274051995365,0.5486367720203965,-0.02756998572840053,0.2807040920646602
,1.75,-0.5023108946338642,0.3117848199930219,0.06870175307535219,0.3334782797802444
,1.5,-0.1417560395910657,0.2771944169429736,0.0357001366120218,0.2213741698643517
,1.25,0.1877536118090452,0.2216839000673462,-0.07114322469982839,0.1726800409897189
,1,1.077669083793741,0.3717374971171111,0.05728669397933732,0.1883911643899637
,0.75,2.697080249999987,0.1441204766294292,0.1233141259291028,0.08945502249986702
,0.5,1.43366612164814,0.5224319832974119,-0.03615800463077814,0.2165273638656829
,0.25,-0.1886842841163315,0.2463223761781355,0.09887961726746754,0.1858913874526485
,0,-0.118919546309356,0.3200412696319356,0.01431416881998279,0.1954073869036222
,-0.25,0.06103050957481337,0.2538188365780601,-0.09371892738304949,0.1542231073867174
,-0.5,0.4023213794998623,0.249933472557596,-0.0211265841438255,0.1125928721646543
,-0.75,2.954663187280002,0.1931740876985332,-0.04846377559800363,0.1168158408024877
,-1,2.664401617757718,0.320216450720255,-0.06234066666666673,0.1481102562279577
,-1.25,0.2171314805785797,0.08446265652169085,0.107172338884866,0.09513752201850716
,-1.5,-0.01931472620946301,0.148781271506454,0.09990740740740744,0.1663833158580144
,-1.75,-0.2582631355030849,0.1934942827348828,-0.06430062041737178,0.2024863258432283
,-2,0.1162138461538464,0.316696056391722,-0.03824597077873167,0.2574723858690273
,-2.25,3.062776093141662,0.2765959097037267,-0.08702265094267621,0.1026021694322665
,-2.5,2.087465281525447,0.4623665728897852,-0.08959873273697457,0.1658272354621567
,-2.75,0.229941710722516,0.114848196566317,0.05776195320447611,0.1122393887063374
,-3,0.0558748050474975,0.1792631796604239,0.1035865832720138,0.1857667165442818
,-3.25,-0.3375019504583568,0.2501812921749846,0.08713592992335373,0.2849337156380181
,-3.5,-0.2825838086185042,0.469564460931307,-0.06737092391304353,0.4802165573519027
,,,,,
,x/D,=,3,,
,z/D,U/Vin,u'/Vin W/Vin w'/Vin,,
,3.5,1.052115083333333,0.7279998144676437,-0.199130916666666,0.5685204478705239
,3.25,-0.5816297500000019,0.5400921357018602,-0.1621094237570204,0.5375955117300545
,3,-0.4410429166666658,0.4216692695603522,-0.3550131666666691,0.4273144109870654
,2.75,0.2042862500000004,0.3610984533809716,-0.2525745000000001,0.4084602972179937
,2.5,1.955705166666672,0.5759709687621145,0.1791702499999998,0.5826648944291037
,2.25,2.656326166666664,0.4412616439687886,0.1336449166666664,0.3371890719925353
,2,0.9126059166666683,0.761941576874488,-0.08594966666666674,0.5574276254666892
,1.75,-0.435193333333333,0.5224405311237396,0.0220481666666667,0.5121482319982208
,1.5,-0.4621627499999985,0.421382076862181,-0.117237166666667,0.3807550517993123
,1.25,-0.04446575000000008,0.4594066746734799,-0.1902215000000002,0.3588294300211311
,1,1.296388083333334,0.5618607315212543,0.08214316666666707,0.6416656341192697
,0.75,2.932369083333338,0.3708440274316976,0.198184,0.3517234573413556
,0.5,0.7415179166666674,0.8385367875906545,-0.1245116666666668,0.665641232234007
,0.25,-0.5035947499999988,0.5229152539851819,-0.1675395833333337,0.5404578118960528
,0,-0.26281475,0.381277965402779,-0.2213865000000009,0.4158882948415827
,-0.25,0.3792567499999998,0.3562260366022579,-0.002695272353545726,0.4023312164795821
,-0.5,1.976506416666667,0.5238304380553661,0.3122308333333345,0.4755674017087337
,-0.75,2.814618916666669,0.3567906884435602,0.284990833333333,0.2748101956751305
,-1,1.158528500000002,0.8003338082550249,-0.06724728445349619,0.6263926178971935
,-1.25,-0.4061415833333331,0.5403389723175761,0.01149174999999992,0.4978949361721889
,-1.5,-0.4060445000000015,0.4235359524107634,-0.1454383333333335,0.3753547041449273
,-1.75,0.1658698333333337,0.4468118589908038,-0.0918219166666667,0.3923944810091263
,-2,1.78099483333333,0.6390083755574709,0.2149304166666667,0.5202701364261332
,-2.25,2.894593500000002,0.3340620096717619,0.2019545833333329,0.3273169967640396
,-2.5,0.8932429999999998,0.7025077761148866,0.04417091666666672,0.7232577071258335
,-2.75,-0.216933583333333,0.5448715286559568,0.2234325833333332,0.4584036450591404
,-3,-0.5658191666666661,0.4682272246349654,-0.05551350000000015,0.3698718768850958
,-3.25,-0.2190283333333338,0.4996174810280808,-0.1916448357311582,0.4255897217028129
,-3.5,0.9785851666666691,0.6363653958043467,0.1064810833333335,0.5801723332910188
,,,,,
,x/D,=,5,,
,z/D,U/Vin,u'/Vin W/Vin w'/Vin,,
,3.5,1.893838000000005,0.6933461702597409,-0.1091396634011552,0.5221802935305933
,3.25,0.1073045833333331,0.5928764443294283,0.05712558333333313,0.5289027694471735
,3,-0.6000036666666677,0.4831013934166169,0.06143866666666669,0.4340287772110035
,2.75,-0.3867018333333326,0.5205237352452293,-0.1348680833333329,0.442397126642371
,2.5,0.885188,0.7688938455213207,0.04931083333333319,0.6555827688725927
,2.25,2.518026749999996,0.4935567517042171,-0.0620754166666669,0.4269012393448191
,2,1.871984416666662,0.7142574268850524,-0.1968817499999996,0.4744779987829474
,1.75,0.3906807500000011,0.4913746667085801,-0.05367674999999977,0.4907422414751778
,1.5,-0.3936314166666673,0.4892103782351379,0.1173150833333328,0.4739793824555997
,1.25,-0.5099321666666663,0.5941178006509317,0.09362483333333328,0.6340085597186075
,1,1.186558416666664,0.8684101515275299,0.1989070833333339,0.670567145920436
,0.75,2.549520750000001,0.4668336302539146,-0.03118808333333315,0.407820940129669
,0.5,1.487760499999999,0.8272422144438003,-0.2065255833333338,0.5656240173924498
,0.25,-0.03637128562765325,0.6681737287975223,-0.05338741083477916,0.5509776999954888
,0,-0.6015038333333322,0.5754056096038107,-0.02508124999999997,0.5060155486217615
,-0.25,-0.673932166666667,0.5975046468401783,0.009489833333333256,0.6274548540381413
,-0.5,1.012234500000005,0.9282294973100051,0.1322190833333327,0.7343191433635305
,-0.75,2.904419750000011,0.5217674384881449,-0.04927983333333334,0.4640325594220906
,-1,2.009342416666654,0.7568748260801385,-0.2097036666666662,0.5722587483430656
,-1.25,0.2343480833333336,0.5687775163300983,0.1150478333333331,0.5367868298960266
,-1.5,-0.5519688333333347,0.4941103891593408,0.3139151666666676,0.5136829168265484
,-1.75,-0.6220870833333316,0.6221463069753854,0.2003782500000005,0.6169289869277089
,-2,1.253443250000007,0.8636829384023746,0.237504,0.6655043635643001
,-2.25,2.804136416666674,0.496248214628852,0.01632575000000004,0.4423790313488196
,-2.5,1.912191499999996,0.7575564214233838,-0.153978666666666,0.6268990494737996
,-2.75,0.1869872499999994,0.581392752381079,0.171265916666667,0.5815592281618833
,-3,-0.6769714166666689,0.4711165743052291,0.2881400833333337,0.4927855001090063
,-3.25,-0.4658378333333333,0.6111588713908119,0.1104650000000003,0.580545017705185
,-3.5,1.046885749999999,0.7491682019889969,0.2093743333333333,0.6196621641130017
,,,,,
,x/D,=,7,,
,z/D,U/Vin,u'/Vin W/Vin w'/Vin,,
,3.5,2.300982083333334,0.8523049157065752,-0.1246860833333335,0.6303130111984764
,3.25,-0.08046716666666665,0.7690545997288828,0.02844666666666658,0.7230581293792382
,3,-0.858914583333332,0.6038201538594224,0.04934933333333321,0.5639614508065258
,2.75,-0.1696588333333337,0.6842939413549752,-0.1210198331630915,0.5941225370872095
,2.5,1.688510416666668,0.8066868931016258,0.2524985000000002,0.6460706394362229
,2.25,2.849068416666662,0.5155210302032928,0.1443494999999995,0.4646155800493386
,2,1.632489166666663,0.9448127664599327,-0.1472624166666671,0.6596492664288977
,1.75,-0.2901304999999987,0.7189766606992753,-0.1381041666666671,0.6610820718420571
,1.5,-0.5312365833333303,0.6541663185642416,-0.2730141666666664,0.5255952822017208
,1.25,0.2324575833333334,0.4962424381270031,-0.1181202499999989,0.5365685501367357
,1,2.049655083333339,0.723754940417591,0.2896593333333325,0.6308193485029689
,0.75,2.779661499999999,0.5408487372619563,0.1913224166666667,0.4702981706540394
,0.5,1.583302333333332,0.9812728303405971,-0.2148185833333339,0.6445694554396157
,0.25,-0.5372853333333323,0.7353870452927606,-0.2738311666666668,0.7526213451964682
,0,-0.6664648333333357,0.5736303400962153,-0.3321199166666683,0.6279198736247107
,-0.25,0.2370270833333329,0.588388216835505,-0.1051646666666671,0.6063306759987398
,-0.5,2.365165499999998,0.6856691827852973,0.4108751666666668,0.6117645639907662
,-0.75,2.860523999999999,0.6027552714264631,0.2620409999999996,0.4934588188172086
,-1,0.9154835833333314,1.006259268025914,-0.08267541666666636,0.7164110600581051
,-1.25,-0.6827905000000021,0.5804654903279174,0.05318225000000013,0.616280373291435
,-1.5,-0.6135089166666676,0.5614871319569192,-0.06961216666666613,0.5326097100922245
,-1.75,0.2757639166666657,0.5223786310392202,-0.05067066666666705,0.510094010743316
,-2,2.106083583333328,0.7209681523300948,0.2849208333333318,0.6138599023732773
,-2.25,2.811380833333346,0.5943460734027328,0.1625796666666666,0.504805927808046
,-2.5,1.205843916666663,0.9870704205194778,-0.1357765833333331,0.7231686913085609
,-2.75,-0.5056150833333338,0.6610689030789966,0.008009333333333349,0.7192454675139524
,-3,-0.6070940000000036,0.5332804461493047,-0.03774033333333332,0.5224241492739574
,-3.25,0.3051554166666676,0.5234081602533245,0.0278080833333334,0.4695367709465583
,-3.5,1.482137166666663,0.7074574090285739,0.2165650833333331,0.6251340280558659
,,,,,
,x/D,=,9,,
,z/D,U/Vin,u'/Vin W/Vin w'/Vin,,
,3.5,2.451127166666671,0.8425809723788023,-0.1893351666666663,0.6594393895362418
,3.25,0.0843707499999999,0.6929469727773231,0.04257908333333345,0.6759859133638327
,3,-0.6809494999999989,0.4945041007214318,-0.02033283333333332,0.5484380596670795
,2.75,-0.1815155833333332,0.6066731067398125,-0.1148254166666664,0.6259065153066872
,2.5,1.821177499999997,0.859772092294061,0.2953662500000017,0.7003603792626399
,2.25,2.760501166666671,0.5827685092117111,0.1411243333333328,0.4922025353645086
,2,1.654959249999998,0.852019892082392,0.03680316666666662,0.6003208291681185
,1.75,0.03473716666666704,0.5367325724994292,0.03596366666666666,0.493155139570311
,1.5,-0.08129074999999997,0.6997061350320023,0.3172559166666658,1.00955272151762
,1.25,1.479225916666669,0.6630117662917678,1.137619166666663,0.8587600664401299
,1,2.509325666666677,0.6989163208410729,1.28962241666667,0.5504351101812205
,0.75,1.874866333333336,0.9016516805517847,0.7646289166666685,0.5130992286841093
,0.5,0.2925909166666658,0.7477365066301731,0.198280166666667,0.5440422440273387
,0.25,-0.4083022126551856,0.2722849774988528,0.1580590825063235,0.2268197205213734
,0,-0.4125124478925448,0.3418946131722486,0.05541637565768013,0.2996184548132627
,-0.25,-0.4346986885734513,0.3112441403548858,-0.1051151292555446,0.2255418116186348
,-0.5,-0.07767265428318722,0.5946544136669504,-0.1403868182775324,0.4541978284456676
,-0.75,1.426756666666668,1.026134253776231,-0.5944224999999997,0.5521814427145479
,-1,2.449501249999996,0.7146413329521171,-1.296487916666665,0.4681519889377336
,-1.25,1.748111666666669,0.5589407625960918,-1.330033083333333,0.6917126382723291
,-1.5,0.06205441666666695,0.7254898943129944,-0.4675952499999994,0.9904701382680882
,-1.75,-0.5034581666666643,0.6406514437876629,0.1621822500000006,0.8973028445844963
,-2,1.567374833333332,1.03887259048682,0.3566872499999993,0.747475209758546
,-2.25,2.816019416666667,0.576678913930133,-0.03101775000000015,0.5075425093305911
,-2.5,1.976210333333331,0.836199405700214,-0.2686713333333344,0.6293221405938783
,-2.75,-0.03036050000000016,0.6689816043896771,-0.01752616666666666,0.6358497967117464
,-3,-0.7897732499999993,0.4866396507021512,-0.03861524999999995,0.5627010126779023
,-3.25,-0.5099855833333357,0.6137034069156533,-0.1853107938218394,0.6193135782386558
,-3.5,1.065249500000001,0.7916544014677919,0.1671448333333329,0.7330214101245361
