Timestamp,Bear 1,Bear 2,Bear 4,Bear 6,Bear 7,Bear 8
,m/d,m/d,m/d,m/d,m/d,m/d
42118.49954,0.094831326,0.086364542,0.102526657,0.082051789,0.087462846,0.094360868
42119.49954,0.097959752,0.088741675,0.104913653,0.081500785,0.089490338,0.095040705
42120.49954,0.085614009,0.078279172,0.093630861,0.069023976,0.077402181,0.085440632
42121.49954,0.070792849,0.063051189,0.079790335,0.035634235,0.063868283,0.073493909
42122.49954,0.073737412,0.064904628,0.083406998,0.041606069,0.070722823,0.081319062
42123.49954,0.119849471,0.109649003,0.128741585,0.115921971,0.125290139,0.128350951
42124.49954,0.148597482,0.135476069,0.15509609,0.144910594,0.149864184,0.160176731
42125.49954,0.138462105,0.126641654,0.14588589,0.141491279,0.141495282,0.147283684
42126.49954,0.155732767,0.142525189,0.162569573,0.153464474,0.159099411,0.164708592
42127.49954,0.152718882,0.14069138,0.160888191,0.153582953,0.156284796,0.156190231
42128.49954,0.149675173,0.138457067,0.15933469,0.153211862,0.156308916,0.162103816
42129.49954,0.166584154,0.15486248,0.176417367,0.166818042,0.17166125,0.184400323
42130.49954,0.194124139,0.17788383,0.197667236,0.193865689,0.195659931,0.208807268
42131.49954,0.157998624,0.142161773,0.161866615,0.156483121,0.153080574,0.170398901
42132.49954,0.125821892,0.112018022,0.12911602,0.123119575,0.119621746,0.138283297
42133.49954,0.113058876,0.100371837,0.117260639,0.113576329,0.106548204,0.125054729
42134.49954,0.095310469,0.085686414,0.102979211,0.099967945,0.089980131,0.109318943
42135.49954,0.082984779,0.074260849,0.092390971,0.089543481,0.079591253,0.100875637
42136.49954,0.080433305,0.072397349,0.090528733,0.09019919,0.079016248,0.1040061
42137.49954,0.088774393,0.080018434,0.097706486,0.097589558,0.087896795,0.112185109
42138.49954,0.09841521,0.087371439,0.105201871,0.103471805,0.095735854,0.11988525
42139.49954,0.122532502,0.108001173,0.12696336,0.123190145,0.117917714,0.138127245
42140.49954,0.153302706,0.136235199,0.155799863,0.15326305,0.149363094,0.16663223
42141.49954,0.155954794,0.138654446,0.158360072,0.157101401,0.150863912,0.168782018
42142.49954,0.148114984,0.132114641,0.150943804,0.14593515,0.140653815,0.159474967
42143.49954,0.149473831,0.132612232,0.152173879,0.142694065,0.137699459,0.158590798
42144.49954,0.144355896,0.127835899,0.146164141,0.132329519,0.126966202,0.14912487
42145.49954,0.132417002,0.115341848,0.133916959,0.123550325,0.118968887,0.139809635
42146.49954,0.172497707,0.153151694,0.173158769,0.167934545,0.166471954,0.183900621
42147.49954,0.201743364,0.182969939,0.200928463,0.194901542,0.197761847,0.210209119
42148.49954,0.186322451,0.166726313,0.184728467,0.179396693,0.178717321,0.19311969
42149.49954,0.169788757,0.150897426,0.17004585,0.16538145,0.162089436,0.178858498
42150.49954,0.184192846,0.165193147,0.182980004,0.178795727,0.179016034,0.19247853
42151.49954,0.203015914,0.182984031,0.201111626,0.196813703,0.1988863,0.209279027
42152.49954,0.201903136,0.185252697,0.201253776,0.197175742,0.200021541,0.209157681
42153.49954,0.19284667,0.177090403,0.19508758,0.196208867,0.193607905,0.204389565
42154.49954,0.230999415,0.217765003,0.238766336,0.237906074,0.241854727,0.247237713
42155.49954,0.298844785,0.347818553,0.411697465,0.391050481,0.302655305,0.302655305
42156.49954,0.40672649,0.405915345,0.384834522,0.388738514,0.388738514,0.406804422
42157.49954,0.450985289,0.375194836,0.422223019,0.42612701,0.42612701,0.451063221
42158.49954,0.425695553,0.345962795,0.396121499,0.40002549,0.40002549,0.425773486
42159.49954,0.388260508,0.342637785,0.359534992,0.363438983,0.363438983,0.388338441
42160.49954,0.354217147,0.345074094,0.32558922,0.329493211,0.329493211,0.35429508
42161.49954,0.381271537,0.344267868,0.352620009,0.356524,0.356524,0.381349469
42162.49954,0.449171801,0.431249205,0.418391027,0.422295018,0.422295018,0.449249734
42163.49954,0.371427387,0.386374185,0.342412969,0.34631696,0.34631696,0.371505319
42164.49954,0.32816848,0.431097564,0.303234494,0.307138485,0.307138485,0.328246412
42165.49954,0.341995247,0.428252896,0.321109451,0.325013442,0.325013442,0.34207318
42166.49954,0.401254076,0.390040155,0.381301566,0.385205557,0.385205557,0.401332009
42167.49954,0.351394328,0.368854275,0.332255393,0.336159385,0.336159385,0.351472261
42168.49954,0.310795433,0.320619837,0.291588003,0.295491994,0.295491994,0.310873365
42169.49954,0.290822297,0.282995238,0.271739072,0.275643063,0.275643063,0.29090023
42170.49954,0.289409718,0.266659882,0.264792541,0.268696532,0.268696532,0.289487651
