filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
00eb68dca3507abb10b30475ae44d2c5.csv,#,,,0.018881869
0136bed8213b8bf8986e37944510d4b9.csv,,,,0.0021417009999999998
01868c89cfa9a81cc9fe501ac868c4aa.csv,",",,,0.023929542
029e9ffdb1a0e345399b4cd04a4005d7.csv,",","""",,0.07292072599999999
02eda5fac1b2365250a7d5024a92c881.csv,",",,,0.039468278999999995
035279d24de791913452d22623e4c3b2.csv,,,,0.0023019510000000004
03da11fbc5a353701afbaefe588d5f55.csv,",","""",,0.067574384
0476b562bb101c3c3c7cef585376cfe0.csv,",","""",,0.169059655
083f6a62fdef287d2fdd0aa856bc714b.csv,",",,,0.054255437
093e73814c7135cd4c2f42ec7702b8ae.csv,",",,,0.01861921
09ee401f9f023c7446f0ff8cecb25e30.csv,",",,,0.028944804
0da5feb29bc9d079437cef08d6241fd7.csv,",",,,0.019188719
0ed8830ebf676c560d971329d093d7d4.csv,|,"""",,0.366219403
1039d7820393577330f4dcb767e49a6f.csv,",",,,0.025169802
112d8e3b81bfc7f76d48270481853bc0.csv,,"""",,0.020859970999999998
11378df3f63284c3b39a1aeaf0ec8d81.csv,#,,,0.071895186
12c817bee5fb4124b452652ee860f9bc.csv,",",,,0.179048249
16b500398983f0b6b3b8c01dbeb899a5.csv, ,,,0.0198683
198be0ff10f38ba1a6858dde9c98568c.csv,,,,0.026222093000000002
1b63a910a223365745be355e0686d79c.csv,",",,,0.052678446000000004
1d162176afef7f53f8ce7343a29d20db.csv,",",,,0.089535925
1d3486ce2826879728db57eca3a5495f.csv,",",',,0.018823749
1d46699279e21ec4cc765cbcec605c18.csv,",","""",,0.076755469
1de3886f4f34ec760a8408a2858f946d.csv,",",,,0.063011891
1fd85c5cbbfe521feea3c2b7b58e6d41.csv,	,,,0.027624913
20130402_gpc_spend_jan13.csv,",","""",,0.070777575
2097e025f80f41f4953e89ac72e59532.csv, ,,,0.037596239000000004
236e73f55784521765d5c600f2df1e95.csv,",",,,0.015754637999999998
260bb419de6e5f7e49ae4d39d23bc432.csv,",",,,0.208973034
26e78bc8ec208c8c5972088f18138465.csv, ,,,0.022346461
27420fa4435b5989759789fbf55e24ee.csv,",","""",,0.431022456
2819f387be06ca50c81a4e9b63e49330.csv,",",,,0.051881026000000004
285ee375035d3abaf71c7f456e293214.csv,",",,,0.013351077
2a86b8d79cf6bf212a22541dc178e58f.csv,",","""",,0.047103053
2ad15181611197c8aa9ad390341df313.csv,,,,0.0018561710000000002
2b08101ea44f2785c63048536920b399.csv,",",,,0.027014983
2b5264ae92e4cf29d5566d251f9a1769.csv, ,,,0.023515532000000002
2c077334c4fd4edf3a22a2f91f6f8ea9.csv,#,"""",,0.021560441
2cb42139c8d25d09fa1878f3c8514a12.csv, ,,,0.023700202
2cdacfc974ae76d41e145c6b8e583e36.csv,	,,,0.055177088
2d1944789758fb290a26415a473c48ec.csv,-,,,0.101845911
2d3df31ffa63319b056a1058fb6b05ce.csv,#,,,0.027633374
2d649130262081dce4d2eff6fb00aafe.csv,-,,,0.021168691
2d8ed05f6a0aa2180960701cef96f1c1.csv,",",,,0.048907514
2d957c8abed5c89773d13b8a008ded4c.csv,+,,,0.012840646
2dbc6cd981dc330c086cd9378b06941d.csv,",",,,0.034707147
2edc540ecfc89b7374cc9b875e9ad184.csv,,,,0.0023073609999999995
322976c672f54305acb216928b86467a.csv,,,,0.002171941
349115d44a4b2b57ec0e12d5de001c1f.csv, ,"""",,0.01989054
35669a48df214e8de6e9094a52064f9f.csv,",",,,0.027245004
3596f2c9276fbdc86f98133cb2ca2e83.csv,",",,,0.024760703000000002
36031e57d35a46a92fb21b0c00ccab82.csv,	,,,0.10503032300000001
366615a9d2581a513ea75306a16dc46e.csv,",",,,0.051491745
3799330063fa417b104303f003610ee9.csv,",","""",,0.079625659
388f16c05c7322812c53e055cbc220c0.csv,",","""",,0.252511476
39c4b55fc94b706ea743735e1a9b145d.csv,",","""",,0.042180121
39d5dd699d4ac000d8649256beafedad.csv,",",',,0.02144821
3a6302910c4fcb060a6be51c54010003.csv,[UNK],[UNK],[UNK],0.041646511000000004
3c437d81692351e39b59738e67a1b444.csv,",",',,0.015627418
3c96cd0b5fb0c34b91f6afa9e816d97d.csv,",",,,0.020958891
3cb8d88faecc36ea6a35098cdfe8dd1e.csv,",","""",\,0.044524883
3e05f304b077fae20b2657706cd7fb99.csv,",",,,0.02045839
3e5401b6e3bc6f765c4c713f8dd33f04.csv,",",,,0.066208023
3e9e4df74d1746bb51a936a8267ad60b.csv,",","""",,0.051485026
3ea8b2e29bde112543cc9f00aff2a8e4.csv,",","""",,0.044850082
3f1399d4f54af1fb0d5a7c39e37648cb.csv,",",,,0.015645788
400a6054d2ccafaa4813dd87cc9e5785.csv,,,,0.0023950310000000006
42d5e7009b463b5088971d812762bb61.csv, ,,,0.026642663
44f178518f0355703651e02fe53cb7e7.csv,",",,,0.026265453
4587889f4d3cb988a278b50a3da3df75.csv,",",,,0.029614155
465fae08818691cff9156f5739c577dc.csv,,,,0.002852351
469112555b99e127e883b6820a85cfef.csv,	,,,0.024237392
472873842347eaa80e6d686ac79adf84.csv,",","""",,0.023270942
4900cad46e1adfba0a236e060927f0cc.csv,",","""",,0.617488589
