Deal ID,Peer ID,Leg ID,Enron Entity,Counterparty,Instrument,Buy/Sell,Nature,Deal Date,Deal Start Date,Deal End Date,Deal Time Zone,CP Deal Number,Fixed Price,Instrument_1
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
51353.1,51353,1,EPMI-LT-NW,BPA,FORWARD,B,P,1997-07-02 15:17:00,2001-10-01 00:00:00,2005-12-31 00:00:00,PPT,97PB-10123,21.6,FORWARD
