filename,estimate,target
alejandrofcarrera_DatathonMadrid16_source_datasets_214440.csv,0.6865234375,1.0
CEU-Economics-and-Business_interviewing-your-data-2021_projects_long-distance_2016.csv,0.92529296875,1.0
Herrner_HOS-MetadataTransformations_data_02_transformed_dkrz_20230425_165103_00.tsv,0.5986328125,1.0
mdelucasg_Curso2020-2021_HandsOn_Group56_csv_ZonasVerdes-100.csv,0.65478515625,1.0
opencitydata_listas-codigos-skos_comercio_cnae09.csv,0.68212890625,1.0
Herrner_HOS-MetadataTransformations_data_02_transformed_haw_20230425_173643_05_enrichment.json.tsv,0.74951171875,0.7
IHEC_epimap-metadata-harmonization_IHEC-metadata-harmonization-v0-1-xls.csv,0.436279296875,0.7
IHEC_epimap-metadata-harmonization_IHEC-metadata-harmonization-v0-1-xls.csv,0.436279296875,0.7
MikeTrizna_lc_openrefine_example_doaj_article_sample.csv,0.79541015625,0.7
oeg-upm_201612-clarityhackathon-upm_dirigidoa-smultiple-xml.csv,0.654296875,0.7
andreybratus_RefineOnSpark_input_50.csv,0.2880859375,0.1
fusepoolP3_p3-batchrefine_engines_inputs_high-earners.csv,0.2401123046875,0.1
Herrner_HOS-MetadataTransformations_data_02_transformed_dkrz_20230425_165103_07_reorder-columns.json.tsv,0.69775390625,0.1
Herrner_HOS-MetadataTransformations_data_02_transformed_haw_20230425_173643_07_reorder-columns.json.tsv,0.44970703125,0.1
Herrner_HOS-MetadataTransformations_data_02_transformed_hcu_20230425_175306_07_reorder-columns.json.tsv,0.623046875,0.1
CEU-Economics-and-Business_interviewing-your-data-2021_projects_long-distance_2016.csv,0.432373046875,0.9
LanLi2017_OR2YWTool_or2yw_examples_NYPL_dataset_Menupart.csv,0.71142578125,0.9
LottieDot_Curso2022-2023_HandsOn_Group02_csv_PUNTOS-PUBLICOS-RECARGA-VEHICULOS-ELECTRICOS-updated-with-links.csv,0.6669921875,0.9
FacultadInformatica-LinkedData_Curso2018-2019_HandsOn_Group07_csv_stations.csv,0.6982421875,0.9
FacultadInformatica-LinkedData_Curso2019-2020-OpenDataKnowledgeGraphs_HandsOn_Group06_csv__old_Blue_Bikes_System_and_Data.csv,0.94287109375,0.9
felixlohmeier_bibtag21-automatisierung-openrefine_schriftstellerinnen.csv,0.404541015625,0.3
Herrner_HOS-MetadataTransformations_data_02_transformed_dkrz_20230425_165103_01_oai-cleanup.json.tsv,0.5234375,0.3
Herrner_HOS-MetadataTransformations_data_02_transformed_tubdok_20230425_173734_08_delete-empty-rows.json.tsv,0.5927734375,0.3
Herrner_HOS-MetadataTransformations_data_02_transformed_tuhh-fdm_20230425_174556_01_oai-cleanup.json.tsv,0.66796875,0.3
LanLi2017_OR2YWTool_or2yw_examples_NYPL_dataset_Menupart.csv,0.8701171875,0.3
cns-iu_phi_intermediate-files_wos-extract-02-updated.csv,0.7294921875,0.6
Herrner_HOS-MetadataTransformations_data_02_transformed_ediss_20230425_165946_05_enrichment.json.tsv,0.53369140625,0.6
Herrner_HOS-MetadataTransformations_data_02_transformed_tubdok_20230425_173734_05_enrichment.json.tsv,0.55322265625,0.6
mdelucasg_Curso2020-2021_HandsOn_Group16_csv_unrefined_informacion_estaciones_red_calidad_aire.csv,0.7607421875,0.6
statesman_demolitions_data-raw_full-downloaded.csv,0.52294921875,0.6
FanruiYan_Data-Visual-Analytics---Python_HW1_Q4_properties.csv,0.62158203125,0.5
idaks_openrefine-reproducibility-src_Demo_all_provenance_files_demo1a_part1_demo1a_part1_partMenu.csv,0.76171875,0.5
mjfrigaard_cleaning-data-p2-bu-2019_csv_us-addresses.csv,0.72119140625,0.5
oeg-upm_201612-clarityhackathon-upm_data_temas_subtemas.csv,0.453369140625,0.5
FacultadInformatica-LinkedData_Curso2014-2015_HandsOn_Group07_csv_centro de salud-raw.csv,0.69189453125,0.5
fusepoolP3_p3-batchrefine_engines_inputs_osterie.csv,0.2342529296875,0.2
GMDSP-Linked-Data_GenericStatsCube_ExampleStatsCube-data.csv,0.4453125,0.2
Herrner_HOS-MetadataTransformations_data_02_transformed_dkrz_20230425_165103_03_add-columns.json.tsv,0.7275390625,0.2
Herrner_HOS-MetadataTransformations_data_02_transformed_tuhh-fdm_20230425_174556_03_add-columns.json.tsv,0.61279296875,0.2
LanLi2017_OR2YWTool_or2yw_examples_NYPL_dataset_Menupart.csv,0.8701171875,0.2
fusepoolP3_p3-batchrefine_engines_inputs_smallab.csv,0.255615234375,0.4
Herrner_HOS-MetadataTransformations_data_02_transformed_hcu_20230425_175306_01_oai-cleanup.json.tsv,0.5771484375,0.4
IHEC_epimap-metadata-harmonization_IHEC-metadata-harmonization-v0-1-xls.csv,0.436279296875,0.4
LanLi2017_OR2YWTool_or2yw_examples_NYPL_dataset_Menupart.csv,0.8857421875,0.4
LottieDot_Curso2022-2023_HandsOn_Group02_csv_PUNTOS-PUBLICOS-RECARGA-VEHICULOS-ELECTRICOS-updated-with-links.csv,0.546875,0.4
fusepoolP3_p3-transformer-configs_toscana-hotels_strutturericettive20141012.csv,0.51708984375,0.8
idaks_openrefine-reproducibility-src_test_files_Tutorial_OR.csv,0.8388671875,0.8
idaks_openrefine-reproducibility-src_test_files_Tutorial_OR.csv,0.8388671875,0.8
IHEC_epimap-metadata-harmonization_IHEC-metadata-harmonization-v0-1-xls.csv,0.436279296875,0.8
fusepoolP3_p3-transformer-configs_trentino-restaurants_Elenco_osterie_tipiche_civici.1386925759.csv,0.278564453125,0.8
tamuleifan_CSE6242-Data-Visual-Analytics-Homework-Solutions_train.tsv,0.489013671875,0.0
MikeTrizna_lc_openrefine_example_doaj_article_sample.csv,0.79345703125,0.0
mdelucasg_Curso2020-2021_HandsOn_Group25_csv_calidad_agua.csv,0.98291015625,0.0
LanLi2017_OR2YWTool_or2yw_examples_NYPL_dataset_Menupart.csv,0.7646484375,0.0
FacultadInformatica-LinkedData_Curso2019-2020-OpenDataKnowledgeGraphs_HandsOn_Group06_csv__old_Blue_Bikes_System_and_Data.csv,0.94921875,0.0
