Region/Country,FIPS CODE,1980.0 (Million metric tons of carbon dioxide),1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0
Afghanistan,AF,1.363736907246936,1.56753265668699,1.7027708685521978,2.1091151586584065,2.13128396977398,2.1777923960214665,2.4018785383756738,3.9487834299452684,6.545123569837021,6.42164380888905,6.322218555807436,2.982296340944025,1.7714584446002002,1.7204820496742048,1.6852417892419043,1.4541872635488118,1.4734072096408102,1.428034683009161,1.3949153576298325,1.4154298629467046,1.3383488202286413,0.8476886094997435,0.8485638281964352,0.6798574134613496,0.7235101366696509,0.7834644107584496,0.8004337201490096
Albania,AL,8.87494601747834,8.889052524229443,8.84840520286496,9.11151072561295,9.25482485894989,9.33572525338926,9.339689678882861,8.838739049093137,9.186851277673005,8.231414441468635,6.074082194141913,4.39178268162193,4.169872936430999,3.167064162926426,2.2583551358162515,2.41719412702518,1.9553642304117165,1.9518593296236648,2.2958664878462764,2.9447412205219003,3.261921187275982,3.5702758709493887,3.7561215258760794,4.217390065946915,4.37710835843163,4.648922491356358,4.6885612179287115
Algeria,AG,66.99511277064072,54.710165583555636,66.01843664048823,71.61874876411562,74.98395095601646,71.34375948128127,71.77193139995319,77.21160980627216,80.61610758383641,78.8744535495046,83.1544283378594,85.83619527325533,82.08322394253095,82.30178136876742,84.2529329076182,88.0715093589003,84.64378807000998,80.85036341311194,84.88281960743208,84.58674285481266,83.65211672267841,79.18236572593885,81.71651723088532,81.74030442400243,80.19070975486724,88.23031251573822,93.16217229959365
American Samoa,AQ,0.40232039655456,0.4610588392299999,0.6373237523894999,0.40021822289350006,0.4608821484465,0.4317828072232895,0.48232370772055394,0.49173022173714737,0.48544733992189,0.5555712076156932,0.577497831061624,0.5774263564982279,0.5989738490182508,0.5957413128949599,0.5797903187916466,0.5673928528441863,0.5768850804183787,0.5768372477772147,0.5767748503807614,0.5767748503807614,0.5641245639285978,0.5641046790138778,0.5736599387316873,0.5735975061262872,0.5736485764514078,0.6084732372746502,0.6121101849522645
Angola,AO,3.389126569898667,3.3801170552599995,3.5870379311799994,3.8516058173633327,3.413188722725162,4.287319956451912,4.594700340274175,4.652640158597468,4.838211954164508,4.734780100877373,7.168478160013645,7.482501197124689,7.5037115487864305,7.679478366588604,7.389422758938208,12.14785822408081,12.151675291004983,12.959030342111237,12.371941118862264,13.482008452611538,13.032834033596252,14.983531961072032,15.64893096644242,18.90678351508942,19.825943187542165,20.362152874050942,21.193547006196294
Antarctica,AY,0.1406380437,0.14025378674999997,0.14626466332500002,0.14025378674999997,0.18241705953899998,0.20065828762748997,0.19825531161974996,0.20454913103624991,0.21084295045275,0.2076960407445,0.21084295045275,0.2202836795775,0.22250876725000002,0.22250876725,0.22250876725,0.22886616059999998,0.22886616059999995,0.22886616059999998,0.22886616059999998,0.22886616059999998,0.22886616059999995,0.23204485727500002,0.23204485727500002,0.23840225062499998,0.23840225062500003,0.25429573399999994,0.25661797218749993
Antigua and Barbuda,AC,0.40738146275574,0.3630988455093999,0.4862855391294999,0.2879701997975,0.3228746353734,0.30873938056151845,0.3227436890172455,0.3914785314787228,0.3954926803445277,0.4040560206606566,0.4226894737855752,0.414825235907583,0.41884820414703344,0.4412361454765106,0.46345715092553325,0.47591518307148883,0.4757738849858348,0.49493662715264714,0.49484524050110035,0.49484524050110035,0.5109216812407067,0.5125225279806834,0.5141704862896755,0.5461113709807395,0.5927183232768306,0.6468590946439915,0.6632329282584388
Argentina,AR,92.86877038006266,90.20366662015306,96.47638610746525,98.23780512716931,103.83800806796266,97.47307318384486,103.55006445632586,110.14113843495727,111.69202744481544,112.54063726748171,102.68891430478402,108.88661765820467,109.94464305219725,119.88802444217234,116.58224613073577,119.84249520145762,130.15915818042924,130.36848282443864,136.1074704237417,140.1187526980256,138.41884008335865,128.3727562197847,121.21492178356797,134.19372481440303,140.85639173831532,151.92572114111528,162.18902132516297
Armenia,AM,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),11.140015369555982,6.670352247624464,6.081297890963263,7.346164163702284,8.260498295268324,7.601843358565994,8.025519720271175,7.9940548964042435,8.614823307827038,8.781081322921132,8.399388569597152,9.026294418551682,9.186708054957597,10.362884944871197,10.343708858416976
