Industry,"Annual hires (1,000)  2001.0",2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,"Annual separations (1,000)  2001.0",2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0
Total Private industry,59373.0,55665.0,54083.0,57526.0,60455.0,60478.0,58833.0,52807.0,61705.0,56499.0,54025.0,55666.0,58221.0,58435.0,57860.0,55808.0
Mining and Logging,281.0,237.0,260.0,284.0,303.0,312.0,347.0,382.0,279.0,259.0,270.0,262.0,253.0,256.0,311.0,334.0
Construction,5435.0,5104.0,5235.0,5439.0,5885.0,5398.0,4811.0,4618.0,5422.0,5183.0,5102.0,5136.0,5484.0,5220.0,4971.0,5242.0
Manufacturing,4879.0,4681.0,4242.0,4676.0,4540.0,4605.0,4617.0,3651.0,6345.0,5473.0,4892.0,4674.0,4630.0,4750.0,4871.0,4475.0
Durable goods,2670.0,2733.0,2580.0,2961.0,2896.0,2737.0,2687.0,2089.0,3724.0,3306.0,2993.0,2853.0,2883.0,2766.0,2880.0,2695.0
Nondurable goods,2208.0,1945.0,1661.0,1715.0,1643.0,1869.0,1930.0,1561.0,2622.0,2170.0,1902.0,1821.0,1745.0,1985.0,1988.0,1780.0
"Trade, transporation, and utilities",13192.0,12235.0,11838.0,13292.0,13688.0,13802.0,13215.0,11602.0,13958.0,12480.0,12042.0,12871.0,13299.0,13454.0,12889.0,12488.0
Wholesale trade,1910.0,1930.0,1868.0,2068.0,2010.0,2044.0,2212.0,1892.0,2112.0,1988.0,1913.0,1940.0,1914.0,1894.0,2126.0,2093.0
Retail trade,9439.0,8564.0,8251.0,9130.0,9443.0,9596.0,9121.0,7876.0,9765.0,8709.0,8331.0,8947.0,9235.0,9522.0,8928.0,8424.0
"Transportation, warehousing, and utilities",1843.0,1743.0,1720.0,2092.0,2234.0,2160.0,1881.0,1833.0,2082.0,1782.0,1800.0,1983.0,2149.0,2034.0,1835.0,1970.0
Information,1479.0,1096.0,940.0,984.0,1044.0,1121.0,983.0,814.0,1694.0,1357.0,1090.0,1037.0,1076.0,1139.0,999.0,897.0
Financial activities,2840.0,2680.0,2597.0,2861.0,2865.0,3098.0,3158.0,2649.0,2779.0,2619.0,2506.0,2742.0,2712.0,2946.0,3259.0,2870.0
Finance and insurance,1937.0,1723.0,1579.0,1770.0,1849.0,1992.0,2089.0,1704.0,1878.0,1663.0,1528.0,1701.0,1736.0,1866.0,2181.0,1856.0
Real estate and rental and leasing,904.0,952.0,1018.0,1089.0,1017.0,1105.0,1070.0,945.0,901.0,956.0,978.0,1039.0,976.0,1081.0,1078.0,1013.0
Professional and business services,11454.0,11353.0,10632.0,11032.0,12153.0,11955.0,11475.0,10112.0,12173.0,11564.0,10354.0,10627.0,11467.0,11415.0,11183.0,10823.0
Education and health services,6176.0,5772.0,5733.0,5791.0,6210.0,6385.0,6438.0,6553.0,5551.0,5317.0,5408.0,5400.0,5767.0,5907.0,5911.0,6055.0
Educational services,780.0,708.0,824.0,755.0,826.0,879.0,910.0,939.0,659.0,621.0,774.0,692.0,754.0,834.0,850.0,858.0
Health care and social assistance,5390.0,5064.0,4906.0,5037.0,5386.0,5506.0,5529.0,5616.0,4891.0,4696.0,4636.0,4711.0,5012.0,5070.0,5060.0,5199.0
Leisure and hospitality,11204.0,9991.0,9975.0,10556.0,10948.0,11245.0,11194.0,9965.0,11190.0,9789.0,9739.0,10278.0,10709.0,10856.0,10938.0,10158.0
"Arts, entertainment, and recreation",1765.0,1576.0,1604.0,1633.0,1641.0,1572.0,1639.0,1473.0,1746.0,1524.0,1578.0,1640.0,1587.0,1491.0,1601.0,1509.0
Accommodation and food services,9441.0,8413.0,8371.0,8921.0,9306.0,9674.0,9554.0,8492.0,9444.0,8266.0,8160.0,8637.0,9123.0,9365.0,9341.0,8648.0
Other services,2438.0,2519.0,2630.0,2615.0,2817.0,2560.0,2600.0,2462.0,2319.0,2457.0,2629.0,2639.0,2825.0,2493.0,2529.0,2467.0
Federal,502.0,597.0,531.0,507.0,511.0,711.0,844.0,335.0,513.0,560.0,577.0,544.0,502.0,721.0,825.0,322.0
State and local,3892.0,3538.0,3175.0,3585.0,3537.0,3721.0,3705.0,3351.0,3391.0,3352.0,3246.0,3460.0,3363.0,3470.0,3420.0,3210.0
Northeast,10624.0,9724.0,10013.0,10722.0,10678.0,10245.0,10010.0,9237.0,10856.0,10008.0,9701.0,10277.0,10197.0,9856.0,9530.0,9742.0
South,23041.0,22452.0,21822.0,23524.0,24614.0,25299.0,24360.0,20846.0,22760.0,22364.0,22109.0,22390.0,23517.0,24340.0,23852.0,21891.0
Midwest,15727.0,14064.0,12909.0,13753.0,14124.0,14030.0,14239.0,12690.0,17057.0,14198.0,13094.0,13521.0,14075.0,13958.0,13862.0,13024.0
West,14372.0,13556.0,13049.0,13618.0,15087.0,15337.0,14774.0,13721.0,14938.0,13840.0,12943.0,13485.0,14300.0,14473.0,14857.0,14686.0
