Table 1040. Domestic Airline Markets: 2008,
,
See Notes,
,
,
MARKET,Passengers
,
Fort Lauderdale-New York,4449.863387978142
New York-Orlando,4125.751366120218
Chicago-New York,4044.030054644809
Los Angeles-New York,3911.584699453552
Atlanta-New York,3409.412568306011
New York- San Francisco,3134.6994535519125
Los Angeles-San Francisco,2421.120218579235
Las Vegas-New York,2309.6721311475408
Miami-New York,2204.8907103825136
New York-West Palm Beach,2152.937158469945
Honolulu-Kahului,2090.751366120219
New York-Tampa,2045.3005464480875
Dallas/Fort Worth-Houston,2002.0765027322404
Boston-New York,1943.292349726776
Chicago-Los Angeles,1878.688524590164
Chicago-Las Vegas,1868.9207650273224
Dallas/Fort Worth-New York,1831.3387978142077
Chicago-Orlando,1770.7650273224044
Orlando-Philadelphia,1768.7295081967213
New York-San Juan,1711.7486338797814
Chicago-Washington,1705.0273224043715
New York-Washington,1658.0601092896175
Chicago-Denver,1624.1120218579235
Chicago-Phoenix,1620.6967213114754
Boston-Washington,1603.3060109289618
,
"Source: Air Transport Association of America, Washington, DC,",
Annual Report.,
