col_0,col_1
0.0,0.0
4.9987793900072575,0.0
9.997558780014515,0.0
14.996338170021772,0.0
19.99511756002903,0.0
24.993896950036287,0.0
29.992676340043545,0.0
34.9914557300508,0.0
39.99023512005806,62.0
44.98901451006532,113.0
49.987793900072575,160.0
54.98657329007983,229.0
59.98535268008709,237.0
64.98413207009435,292.0
69.9829114601016,334.0
74.98169085010886,282.0
79.98047024011612,332.0
84.97924963012338,355.0
89.97802902013063,345.0
94.97680841013789,421.0
99.97558780014515,556.0
104.9743671901524,712.0
109.97314658015966,961.0
114.97192597016692,1291.0
119.97070536017418,1745.0
124.96948475018144,2208.0
129.9682641401887,2835.0
134.96704353019595,3362.0
139.9658229202032,3791.0
144.96460231021047,4182.0
149.96338170021772,4373.0
154.96216109022498,4293.0
159.96094048023224,4006.0
164.9597198702395,3655.0
169.95849926024675,3237.0
174.957278650254,2923.0
179.95605804026127,2400.0
184.95483743026853,1965.0
189.95361682027578,1577.0
194.95239621028304,1362.0
199.9511756002903,1169.0
204.94995499029756,980.0
209.9487343803048,916.0
214.94751377031207,788.0
219.94629316031933,795.0
224.94507255032659,735.0
229.94385194033384,780.0
234.9426313303411,801.0
239.94141072034836,836.0
244.94019011035562,940.0
249.93896950036287,1030.0
254.93774889037013,1136.0
259.9365282803774,1183.0
264.93530767038465,1360.0
269.9340870603919,1448.0
274.93286645039916,1502.0
279.9316458404064,1522.0
284.9304252304137,1623.0
289.92920462042093,1638.0
294.9279840104282,1585.0
299.92676340043545,1584.0
304.9255427904427,1431.0
309.92432218044996,1292.0
314.9231015704572,1187.0
319.9218809604645,1102.0
324.92066035047174,990.0
329.919439740479,868.0
334.91821913048625,800.0
339.9169985204935,746.0
344.91577791050076,682.0
349.914557300508,667.0
354.9133366905153,683.0
359.91211608052254,665.0
364.9108954705298,777.0
369.90967486053705,802.0
374.9084542505443,814.0
379.90723364055157,827.0
384.9060130305588,842.0
389.9047924205661,841.0
394.90357181057334,859.0
399.9023512005806,828.0
404.90113059058785,744.0
409.8999099805951,740.0
414.89868937060237,748.0
419.8974687606096,648.0
424.8962481506169,618.0
429.89502754062414,586.0
434.8938069306314,616.0
439.89258632063866,584.0
444.8913657106459,640.0
449.89014510065317,618.0
454.88892449066043,712.0
459.8877038806677,807.0
464.88648327067494,880.0
469.8852626606822,1001.0
474.88404205068946,1176.0
479.8828214406967,1345.0
484.881600830704,1584.0
489.88038022071123,1832.0
494.8791596107185,2099.0
499.87793900072575,2422.0
504.876718390733,2653.0
509.87549778074026,2924.0
514.8742771707475,3067.0
519.8730565607548,3079.0
524.871835950762,3075.0
529.8706153407693,2943.0
534.8693947307765,2787.0
539.8681741207838,2542.0
544.8669535107911,2251.0
549.8657329007983,2081.0
554.8645122908056,1746.0
559.8632916808128,1472.0
564.8620710708201,1174.0
569.8608504608274,1147.0
574.8596298508346,969.0
579.8584092408419,845.0
584.8571886308491,809.0
589.8559680208564,723.0
594.8547474108636,679.0
599.8535268008709,599.0
604.8523061908782,639.0
609.8510855808854,624.0
614.8498649708927,658.0
619.8486443608999,644.0
624.8474237509072,642.0
