col_0,col_1,col_2,col_3
399.264912,75.300115,4000.364384,11.820837
401.193728,69.149895,3998.435568,11.837158
403.122544,67.731665,3996.506752,11.865522
405.05136,68.674464,3994.577936,11.87065
406.980176,68.424092,3992.64912,11.873164
408.908992,68.281128,3990.720304,11.883398
410.837808,68.928423,3988.791488,11.897507
412.766624,68.893952,3986.862672,11.961281
414.69544,68.786507,3984.933856,11.991284
416.624256,69.643497,3983.00504,11.999172
418.553072,73.530535,3981.076224,12.00728
420.481888,72.982875,3979.147408,12.016002
422.410704,70.1477,3977.218592,12.025236
424.33952,69.146884,3975.289776,12.041116
426.268336,68.815281,3973.36096,12.057333
428.197152,68.591373,3971.432144,12.075578
430.125968,67.997673,3969.503328,12.089616
432.054784,67.878915,3967.574512,12.097404
433.9836,67.341285,3965.645696,12.120012
435.912416,66.86843,3963.71688,12.127119
437.841232,66.0879,3961.788064,12.150308
439.770048,65.719221,3959.859248,12.169262
441.698864,65.949584,3957.930432,12.254317
443.62768,65.54138,3956.001616,12.289587
445.556496,64.704467,3954.0728,12.317234
447.485312,65.043574,3952.143984,12.41145
449.414128,64.758151,3950.215168,12.416483
451.342944,63.708126,3948.286352,12.4383
453.27176,62.899508,3946.357536,12.475873
455.200576,62.753964,3944.42872,12.495513
457.129392,62.701195,3942.499904,12.501294
459.058208,61.724451,3940.571088,12.513585
460.987024,60.505678,3938.642272,12.52444
462.91584,59.794405,3936.713456,12.536562
464.844656,59.479503,3934.78464,12.550721
466.773472,58.853548,3932.855824,12.590622
468.702288,57.975492,3930.927008,12.643455
470.631104,57.331849,3928.998192,12.678468
472.55992,57.01933,3927.069376,12.681419
474.488736,56.508833,3925.14056,12.701565
476.417552,56.214681,3923.211744,12.702588
478.346368,56.036456,3921.282928,12.748747
480.275184,55.29098,3919.354112,12.863578
482.204,55.115732,3917.425296,12.9192
484.132816,55.58649,3915.49648,12.980814
486.061632,55.053831,3913.567664,13.046699
487.990448,53.708787,3911.638848,13.119329
489.919264,53.091168,3909.710032,13.161217
491.84808,52.57324,3907.781216,13.235031
493.776896,51.821558,3905.8524,13.241222
495.705712,50.655969,3903.923584,13.265955
497.634528,49.686437,3901.994768,13.283921
499.563344,48.901407,3900.065952,13.326243
501.49216,47.965998,3898.137136,13.36735
503.420976,46.664172,3896.20832,13.409495
505.349792,45.547366,3894.279504,13.463334
507.278608,44.402702,3892.350688,13.480181
509.207424,42.764305,3890.421872,13.528692
511.13624,41.100205,3888.493056,13.607918
513.065056,39.418885,3886.56424,13.627897
514.993872,38.563231,3884.635424,13.676299
516.922688,38.541013,3882.706608,13.744322
518.851504,38.844606,3880.777792,13.757473
520.78032,39.067095,3878.848976,13.75782
522.709136,39.335115,3876.92016,13.860759
524.637952,39.692634,3874.991344,13.914152
526.566768,40.251477,3873.062528,14.07321
528.495584,40.498937,3871.133712,14.151825
530.4244,40.484366,3869.204896,14.276439
532.353216,40.458995,3867.27608,14.286972
534.282032,40.704712,3865.347264,14.300577
536.210848,40.941385,3863.418448,14.311017
538.139664,41.016903,3861.489632,14.382494
540.06848,41.006336,3859.560816,14.408666
541.997296,40.864623,3857.632,14.462751
543.926112,40.860425,3855.703184,14.464917
545.854928,40.865233,3853.774368,14.474729
547.783744,40.595164,3851.845552,14.75614
549.71256,40.445752,3849.916736,14.857036
551.641376,40.051014,3847.98792,15.024871
553.570192,39.552846,3846.059104,15.072596
555.499008,39.104783,3844.130288,15.194728
557.427824,38.866345,3842.201472,15.266177
559.35664,38.61788,3840.272656,15.304276
561.285456,38.450191,3838.34384,15.483335
563.214272,38.255943,3836.415024,15.537397
565.143088,38.181829,3834.486208,15.594125
567.071904,38.236593,3832.557392,15.660776
569.00072,37.9846,3830.628576,15.677297
570.929536,37.662794,3828.69976,15.713216
572.858352,37.839197,3826.770944,15.760035
574.787168,38.096452,3824.842128,15.767668
576.715984,38.505876,3822.913312,16.018072
578.6448,38.782513,3820.984496,16.021909
580.573616,39.179283,3819.05568,16.313069
582.502432,39.407285,3817.126864,16.34253
584.431248,39.676512,3815.198048,16.434552
586.360064,39.910438,3813.269232,16.495485
588.28888,40.209669,3811.340416,16.576427
590.217696,40.397332,3809.4116,16.643388
592.146512,40.505408,3807.482784,16.736126
594.075328,40.586458,3805.553968,16.774284
596.004144,40.800855,3803.625152,16.8692
597.93296,40.851154,3801.696336,16.907986
599.861776,41.000503,3799.76752,16.990114
601.790592,41.063277,3797.838704,17.038453
603.719408,41.172361,3795.909888,17.064471
605.648224,41.192706,3793.981072,17.111049
607.57704,41.210436,3792.052256,17.125205
609.505856,41.110019,3790.12344,17.215412
611.434672,40.752625,3788.194624,17.321767
613.363488,40.34282,3786.265808,17.34533
615.292304,39.697762,3784.336992,17.403121
617.22112,38.647248,3782.408176,17.40537
619.149936,37.747659,3780.47936,17.539067
621.078752,37.27208,3778.550544,17.637291
623.007568,37.336111,3776.621728,17.645122
624.936384,38.051735,3774.692912,17.739149
626.8652,38.489545,3772.764096,17.771046
628.794016,38.550096,3770.83528,17.80952
630.722832,38.620302,3768.906464,17.821122
632.651648,38.357963,3766.977648,17.896626
634.580464,38.061141,3765.048832,17.903221
636.50928,37.444611,3763.120016,17.945434
