col_0,col_1
0.0,0.0
4.9987793900072575,0.0
9.997558780014515,0.0
14.996338170021772,0.0
19.99511756002903,0.0
24.993896950036287,0.0
29.992676340043545,0.0
34.9914557300508,0.0
39.99023512005806,41.0
44.98901451006532,69.0
49.987793900072575,115.0
54.98657329007983,164.0
59.98535268008709,215.0
64.98413207009435,228.0
69.9829114601016,283.0
74.98169085010886,284.0
79.98047024011612,288.0
84.97924963012338,375.0
89.97802902013063,349.0
94.97680841013789,457.0
99.97558780014515,574.0
104.9743671901524,692.0
109.97314658015966,896.0
114.97192597016692,1208.0
119.97070536017418,1587.0
124.96948475018144,2022.0
129.9682641401887,2446.0
134.96704353019595,2984.0
139.9658229202032,3412.0
144.96460231021047,3601.0
149.96338170021772,3810.0
154.96216109022498,3792.0
159.96094048023224,3615.0
164.9597198702395,3289.0
169.95849926024675,2870.0
174.957278650254,2543.0
179.95605804026127,2142.0
184.95483743026853,1731.0
189.95361682027578,1489.0
194.95239621028304,1322.0
199.9511756002903,1075.0
204.94995499029756,965.0
209.9487343803048,848.0
214.94751377031207,836.0
219.94629316031933,777.0
224.94507255032659,761.0
229.94385194033384,790.0
234.9426313303411,880.0
239.94141072034836,855.0
244.94019011035562,971.0
249.93896950036287,1001.0
254.93774889037013,1137.0
259.9365282803774,1216.0
264.93530767038465,1294.0
269.9340870603919,1402.0
274.93286645039916,1465.0
279.9316458404064,1511.0
284.9304252304137,1539.0
289.92920462042093,1578.0
294.9279840104282,1633.0
299.92676340043545,1518.0
304.9255427904427,1413.0
309.92432218044996,1376.0
314.9231015704572,1269.0
319.9218809604645,1149.0
324.92066035047174,991.0
329.919439740479,960.0
334.91821913048625,827.0
339.9169985204935,771.0
344.91577791050076,756.0
349.914557300508,790.0
354.9133366905153,766.0
359.91211608052254,803.0
364.9108954705298,867.0
369.90967486053705,888.0
374.9084542505443,943.0
379.90723364055157,939.0
384.9060130305588,965.0
389.9047924205661,949.0
394.90357181057334,896.0
399.9023512005806,836.0
404.90113059058785,846.0
409.8999099805951,832.0
414.89868937060237,830.0
419.8974687606096,762.0
424.8962481506169,810.0
429.89502754062414,759.0
434.8938069306314,735.0
439.89258632063866,758.0
444.8913657106459,805.0
449.89014510065317,838.0
454.88892449066043,979.0
459.8877038806677,1134.0
464.88648327067494,1241.0
469.8852626606822,1525.0
474.88404205068946,1849.0
479.8828214406967,2186.0
484.881600830704,2715.0
489.88038022071123,3246.0
494.8791596107185,3563.0
499.87793900072575,4301.0
504.876718390733,4685.0
509.87549778074026,5169.0
514.8742771707475,5500.0
519.8730565607548,5579.0
524.871835950762,5586.0
529.8706153407693,5281.0
534.8693947307765,4938.0
539.8681741207838,4501.0
544.8669535107911,4045.0
549.8657329007983,3414.0
554.8645122908056,2930.0
559.8632916808128,2430.0
564.8620710708201,1939.0
569.8608504608274,1653.0
574.8596298508346,1360.0
579.8584092408419,1223.0
584.8571886308491,1045.0
589.8559680208564,922.0
594.8547474108636,841.0
599.8535268008709,799.0
604.8523061908782,802.0
609.8510855808854,835.0
614.8498649708927,833.0
619.8486443608999,801.0
624.8474237509072,830.0
