filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
00eb68dca3507abb10b30475ae44d2c5.csv,#,,,0.018313899
0136bed8213b8bf8986e37944510d4b9.csv,,,,0.0017234010000000003
01868c89cfa9a81cc9fe501ac868c4aa.csv,",",,,0.036933759
029e9ffdb1a0e345399b4cd04a4005d7.csv,",","""",,0.192980196
02eda5fac1b2365250a7d5024a92c881.csv,",",,,0.049648445
035279d24de791913452d22623e4c3b2.csv,,,,0.0015212009999999994
03da11fbc5a353701afbaefe588d5f55.csv,",","""",,1.8755005379999998
0476b562bb101c3c3c7cef585376cfe0.csv,",","""",,1.045075893
083f6a62fdef287d2fdd0aa856bc714b.csv,",",,,3.47760052
093e73814c7135cd4c2f42ec7702b8ae.csv,",",,,0.024004732
09ee401f9f023c7446f0ff8cecb25e30.csv,",",,,0.043852642000000004
0da5feb29bc9d079437cef08d6241fd7.csv,",",,,0.042032172
0ed8830ebf676c560d971329d093d7d4.csv,|,"""",,0.8493310749999999
1039d7820393577330f4dcb767e49a6f.csv,",",,,0.022576521
112d8e3b81bfc7f76d48270481853bc0.csv,,"""",,0.021637411000000002
11378df3f63284c3b39a1aeaf0ec8d81.csv,",","""",,61.393127723
12c817bee5fb4124b452652ee860f9bc.csv,",",,,0.726373064
16b500398983f0b6b3b8c01dbeb899a5.csv, ,,,0.011230186
198be0ff10f38ba1a6858dde9c98568c.csv,,,,1.4394786800000001
1b63a910a223365745be355e0686d79c.csv,",",,,8.472623817999999
1d162176afef7f53f8ce7343a29d20db.csv,",",,,1.984782563
1d3486ce2826879728db57eca3a5495f.csv,",",',,0.025462013
1d46699279e21ec4cc765cbcec605c18.csv,",","""",,0.12582986300000001
1de3886f4f34ec760a8408a2858f946d.csv,",",,,0.066976593
1fd85c5cbbfe521feea3c2b7b58e6d41.csv,	,,,0.022636691
20130402_gpc_spend_jan13.csv,",","""",,1.433658137
2097e025f80f41f4953e89ac72e59532.csv, ,,,0.026028123
236e73f55784521765d5c600f2df1e95.csv,",",,,0.030206875
260bb419de6e5f7e49ae4d39d23bc432.csv,",",,,0.267742774
26e78bc8ec208c8c5972088f18138465.csv, ,,,0.015911757999999998
27420fa4435b5989759789fbf55e24ee.csv,",","""",,10.946125315
2819f387be06ca50c81a4e9b63e49330.csv,",",,,0.032212796
285ee375035d3abaf71c7f456e293214.csv,",",,,0.016437788999999998
2a86b8d79cf6bf212a22541dc178e58f.csv,",","""",,0.095432527
2ad15181611197c8aa9ad390341df313.csv,,,,0.608783474
2b08101ea44f2785c63048536920b399.csv,",",,,0.022411691
2b5264ae92e4cf29d5566d251f9a1769.csv, ,,,0.031310595999999996
2c077334c4fd4edf3a22a2f91f6f8ea9.csv,#,"""",,0.026886604
2cb42139c8d25d09fa1878f3c8514a12.csv, ,,,0.024782492
2cdacfc974ae76d41e145c6b8e583e36.csv,	,,,0.07201499600000001
2d1944789758fb290a26415a473c48ec.csv, ,,,0.272198636
2d3df31ffa63319b056a1058fb6b05ce.csv,#,,,0.031153216
2d649130262081dce4d2eff6fb00aafe.csv,-,,,0.041272631000000004
2d8ed05f6a0aa2180960701cef96f1c1.csv,",",,,0.09291278700000001
