filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
00eb68dca3507abb10b30475ae44d2c5.csv,#,,,0.025706206
0136bed8213b8bf8986e37944510d4b9.csv,,,,0.003736777
01868c89cfa9a81cc9fe501ac868c4aa.csv,",",,,0.039389897
029e9ffdb1a0e345399b4cd04a4005d7.csv,",","""",,0.168547399
02eda5fac1b2365250a7d5024a92c881.csv,",",,,0.055928031999999996
035279d24de791913452d22623e4c3b2.csv,,,,0.0035476759999999996
03da11fbc5a353701afbaefe588d5f55.csv,",","""",,1.135039319
0476b562bb101c3c3c7cef585376cfe0.csv,",","""",,0.849951256
083f6a62fdef287d2fdd0aa856bc714b.csv,",",,,2.953086523
093e73814c7135cd4c2f42ec7702b8ae.csv,",",,,0.018131102
09ee401f9f023c7446f0ff8cecb25e30.csv,",",,,0.030421446999999997
0da5feb29bc9d079437cef08d6241fd7.csv,",",,,0.026935511000000002
0ed8830ebf676c560d971329d093d7d4.csv,|,"""",,0.69972137
1039d7820393577330f4dcb767e49a6f.csv,",",,,0.019336167
112d8e3b81bfc7f76d48270481853bc0.csv,,"""",,0.015841360999999998
11378df3f63284c3b39a1aeaf0ec8d81.csv,",","""",,61.229730665
12c817bee5fb4124b452652ee860f9bc.csv,",",,,0.5690090710000001
16b500398983f0b6b3b8c01dbeb899a5.csv, ,,,0.020230060999999997
198be0ff10f38ba1a6858dde9c98568c.csv,,,,0.738998786
1b63a910a223365745be355e0686d79c.csv,",",,,7.783702945
1d162176afef7f53f8ce7343a29d20db.csv,",",,,1.1343063750000002
1d3486ce2826879728db57eca3a5495f.csv,",",',,0.018683515
1d46699279e21ec4cc765cbcec605c18.csv,",","""",,0.07066101799999999
1de3886f4f34ec760a8408a2858f946d.csv,",",,,0.056034262
1fd85c5cbbfe521feea3c2b7b58e6d41.csv,	,,,0.020951715
20130402_gpc_spend_jan13.csv,",","""",,1.363386388
2097e025f80f41f4953e89ac72e59532.csv, ,,,0.049110871
236e73f55784521765d5c600f2df1e95.csv,",",,,0.030099095
260bb419de6e5f7e49ae4d39d23bc432.csv,",",,,0.349773455
26e78bc8ec208c8c5972088f18138465.csv, ,,,0.021153645
27420fa4435b5989759789fbf55e24ee.csv,",","""",,10.814709159
2819f387be06ca50c81a4e9b63e49330.csv,",",,,0.05104277
285ee375035d3abaf71c7f456e293214.csv,",",,,0.023421546
2a86b8d79cf6bf212a22541dc178e58f.csv,",","""",,0.10215431
2ad15181611197c8aa9ad390341df313.csv,,,,0.696618356
2b08101ea44f2785c63048536920b399.csv,",",,,0.028713769
2b5264ae92e4cf29d5566d251f9a1769.csv, ,,,0.027264883
2c077334c4fd4edf3a22a2f91f6f8ea9.csv,#,"""",,0.022681562
2cb42139c8d25d09fa1878f3c8514a12.csv, ,,,0.018495183000000002
2cdacfc974ae76d41e145c6b8e583e36.csv,	,,,0.04886148
2d1944789758fb290a26415a473c48ec.csv, ,,,0.23028135700000002
2d3df31ffa63319b056a1058fb6b05ce.csv,#,,,0.029939894999999998
2d649130262081dce4d2eff6fb00aafe.csv,-,,,0.042426951
2d8ed05f6a0aa2180960701cef96f1c1.csv,",",,,0.08431485899999999
2d957c8abed5c89773d13b8a008ded4c.csv,+,,,0.021950989
2dbc6cd981dc330c086cd9378b06941d.csv,",",,,0.040578302000000004
2edc540ecfc89b7374cc9b875e9ad184.csv,,,,0.004741241
322976c672f54305acb216928b86467a.csv,,,,0.0028838529999999996
349115d44a4b2b57ec0e12d5de001c1f.csv, ,"""",,0.025132902999999998
35669a48df214e8de6e9094a52064f9f.csv,",",,,0.040716624
3596f2c9276fbdc86f98133cb2ca2e83.csv,",",,,0.027535054
36031e57d35a46a92fb21b0c00ccab82.csv,	,,,21.082662496
366615a9d2581a513ea75306a16dc46e.csv,",",,,0.041212555
3799330063fa417b104303f003610ee9.csv,",","""",,0.199620988
388f16c05c7322812c53e055cbc220c0.csv,",","""",,5.193011676
39c4b55fc94b706ea743735e1a9b145d.csv,",","""",,0.040609523
39d5dd699d4ac000d8649256beafedad.csv,",",',,0.021615578
3a6302910c4fcb060a6be51c54010003.csv,[UNK],[UNK],[UNK],0.114122924
3c437d81692351e39b59738e67a1b444.csv,",",',,0.038980476
3c96cd0b5fb0c34b91f6afa9e816d97d.csv,",",,,0.023392685
3cb8d88faecc36ea6a35098cdfe8dd1e.csv,",","""",\,0.240684293
3e05f304b077fae20b2657706cd7fb99.csv,",",,,0.023333385
3e5401b6e3bc6f765c4c713f8dd33f04.csv,",",,,0.055091368
3e9e4df74d1746bb51a936a8267ad60b.csv,",","""",,0.485879538
3ea8b2e29bde112543cc9f00aff2a8e4.csv,",","""",,0.03321557
3f1399d4f54af1fb0d5a7c39e37648cb.csv,",",,,0.004693191999999999
400a6054d2ccafaa4813dd87cc9e5785.csv,,,,0.014958398000000001
42d5e7009b463b5088971d812762bb61.csv, ,,,0.019711239
44f178518f0355703651e02fe53cb7e7.csv,",",,,0.022638591
4587889f4d3cb988a278b50a3da3df75.csv,",",,,0.014808106999999997
465fae08818691cff9156f5739c577dc.csv,,,,0.0002016710000000005
469112555b99e127e883b6820a85cfef.csv,	,,,0.027009162000000003
472873842347eaa80e6d686ac79adf84.csv,",","""",,0.00240106
4900cad46e1adfba0a236e060927f0cc.csv, ,"""",/,7.981997428000001
491af9a0a0cc7468d6a4a052349ec758.csv, ,,,0.063392945
49ea2eaae7aaa471ab5a331d650d2f05.csv, ,,,12.390395264
4b161c5140c57d869eac9576684dc22a.csv,",",,,0.023237514999999997
4bba91a235c5b7ce57df2b989327319f.csv,",",,,0.015325098999999998
4bd18544eb094bbc812279123ddf6d27.csv,",","""",,0.003311104999999998
4bd482a35c87618a95301e65db97e50d.csv,",","""",,0.011118700000000002
4bdc2701cd1d5ee787e46feb38ce10be.csv,",",,,0.016838385999999997
4d3eeef7d8d968c5e7a826d19abad903.csv,",","""",,0.048647419
4d3f5e8f35fc7de4687e200585c76c8b.csv,[UNK],[UNK],[UNK],0.48815367699999995
4d86860cd2a803df7b3f365a2cb694fe.csv,,"""",,0.00030706100000000083
4de6d489a8bfa1dc9da276293a8781f7.csv,",","""",,0.15696607699999998
5040383ff83445b0e7a295f263c2e2db.csv,",",',,0.248980821
51b2554eda750b3c63a1e0383c929556.csv,;,,,0.11701957699999999
5210d2fc4241c6435419b1371233eae7.csv,",","""",,0.021537756999999998
532b3b7ca7b1cb462f1df75aad5aa1f7.csv,",",,,0.008368088
533776559ba2f2620b85cdd8b93edbdd.csv,",",,,0.045602003999999995
53d8e1f6f729a2ce0902780bea87c1df.csv,",",,,0.014625486
541423788fa872a167e9ab3f401efeec.csv,",",,,0.008056966999999998
546a0a8dfef0a48097e9e34d1ff679dd.csv,",",,,0.081186796
549913ae96e498f4b91784178811285e.csv,_,,,0.0030567439999999967
55030f70223e7212893c572158e6add0.csv,",",,,0.005009672999999999
55a5ad01a9cf0df4999fc96a840a23a3.csv, ,"""",,0.0010276250000000042
55c05e1d736933ff6096ef647e65ab31.csv,",",,,0.062068489
55ec80fc2f264165ed1f3b18ee488c0c.csv,",",,,0.002728842000000002
575fb20e41ab2c6b8478a629fbe3c1ef.csv,",","""",,0.011521362
57acfe07540271936e53cc9dc83ee71a.csv, ,,@,1.269135083
5854d80596c824c8cbdfdfc05a030f11.csv,;,,,1.546607042
587d62098c982a80942dc972c887ae1e.csv, ,,,0.0015674269999999962
58fb7c7f194afc96abbb62c713089b05.csv,",",,,0.367726075
5913e3a7dc64176c9f727444cb83751a.csv,",",,,0.002524670999999999
5adeca820a3616826f57f89918f396ef.csv,",","""",,2.917607973
5b1f322f50bef620b1768c1f5817f7b0.csv,",",,,0.652099015
5b95d023efc9d8eeeb66289afa168333.csv,,"""",,0.034604446000000004
5bfba0527bc4f3e74129fc86afec30a5.csv,",",,,0.0032968849999999994
5d1b7ec552ef8383cda2fe834d1b1687.csv,;,"""",,0.834934869
