filename,predicted_delimiter,predicted_quotechar,predicted_escapechar,prediction_time
000ba0f06544818a09009c2ca28ff757.csv,;,"""",,0.145064713
0015995972b49ff788d6fd01d30816bd.csv,",",,,0.0030652639999999994
0067f7405cd8db4dbcf17d4f7476cd1d.csv,	,"""",,0.017201967
0068b670293dfcaae0c9232a2e02ad25.csv,",",,,0.00214399
008ce940c57295c4394e6517bb893c18.csv,",","""",,0.685791127
00baa9133c76b183f86c21cb4b6be526.csv,",",,,0.01999498
00e2abe7b92ca6ce4369ceed2e13e607.csv,",",,,0.019874779999999998
00f41377342a8249b3385f9452b09dd0.csv,	,,,0.00229087
01173939de9922f6df842304e5b70796.csv,	,,,0.01336317
0146cf5fd5f97e25fb6034d5434c8537.csv,|,,,0.002017959
014cf9725660f771dba66cd45af33ffe.csv,;,,,0.17937462799999998
014f62b5cc433f7840630059027a7053.csv,",",,,0.011558062
017c2956626c95b692b4dae40a5a3730.csv,",","""",,0.113763082
017eb629d80ecc5f2a467670c70285c5.csv,",",,,0.023487346
0197ed819976d613f585ca619134333e.csv,",",,,0.113463741
01bd8030f92d4b95cc3899801b33e819.csv,	,',,0.030837368999999996
01be94c8fc4cd2f95fd5f1da5fedb42d.csv,",",,,0.018848933999999998
01c24f3076429373e2b23da5baf587d3.csv,",",,,0.005628014999999999
01e476e1aaa93d2d6d4609d4c748cac5.csv,;,,,0.0028614930000000005
01e7ba2cac5e2e9dfa06e998a1a4b74c.csv,",",,,0.024833862
01ec9a29b02f7fa1df96e8a87ef237ad.csv,",",,,0.0022888
020ba1827aab42eed48630e70226f657.csv,;,,,0.024792441
02499ade34f9c9e00d7f2ff39680777c.csv,",",,,0.012387454999999999
0256bbbdab959261f0429063d9fae950.csv,",","""",,0.039725569
029-13-households-by-composition-plymstock-dunstone.csv,",",,,0.022306529999999998
02P-2016-2017-06.csv,",","""",,0.27044751699999997
02P-2019-2020-09.csv,",","""",,0.24645961900000002
02P-2020-2021-07.csv,",","""",,0.164042418
02a4ede17e5ac3c706351afe64b212b9.csv,",","""",,0.193745382
02a9094371d6e6e9cd02552fdbbaf31b.csv,",","""",,0.358694895
02ba40461a0cc793d0472c8756ed8c0e.csv,;,,,0.18325687499999999
0312c8c8ee1d2ff0a1a4259f0a655053.csv,",","""",,0.144258089
031d4671866e42bb1b14ea1423da2ceb.csv,",",,,0.128602009
036f410f3934d9bcfd552cb38114a963.csv,;,,,0.06848022899999999
03_spend_over_25k_2016_march.csv,",",,,0.081594637
03d7064d49ee29d4dfef9cf19befb920.csv,;,,,0.018652404
03ef3cb8ddcfe53fdcdb8e0cda005be2.csv,	,"""",,23.928744109
04181c9dbebb65ead48ca20fd8cb5245.csv,",",,,0.0022409799999999996
0426183a304f575d7a87378d706e0590.csv,",","""",,0.346379919
042f375cce03ace12af8c228521a2dc4.csv,",",,,0.020160991
044a0a8df560c08d97ca919be0971421.csv,",",,,0.011375642
045a9b6ab2306b9ca30e7041fde97b17.csv,:,,,0.019259757
046b3418031b1a67127b6adf62ece75e.csv,",",,,0.014020142999999999
047796ab7fdbc8936da7a64b7eb05d75.csv,",","""",,0.005268784
04caa4f9814a7b4d4e1ddc94bf827dd6.csv,;,"""",,0.032129225
0504e272582c6290945fc37ba4d1a24e.csv,",","""",,1.649981447
055195a61914574c288435e600fd449e.csv,",",,,0.647517555
05699d9880b48f5b56e3a29d6fcfee6d.csv,",",,,0.023756267
0584bf31bcfea5318490c2d7f52910bc.csv,",",,,0.07803919100000001
059f562d9a4b409e2aeae635814448cd.csv,",","""",,1.106855433
05_spend_over_25k_2016_may.csv,",",,,0.054695047000000004
05aa018343b33ce916809091870e55b9.csv,;,"""",,0.39717588800000003
05c42b04fb855494f4642a9546ef38e7.csv,",","""",,0.095182709
