,,Placements for Students Age 3 - 5,,,,,,,,,,,,,,,,,,,
,,Majority of Services,,Majority of Services,,Children not Attending a Regular,,,,,,,,,,,,,,,
,,are in Regular Early,,are in Other,,Early Childhood Program,,,,,,,,,,,,,,,
,,Childhood Programs,,Programs,,In a SPED Program,,Not in a SPED Program,,,,Placements for Students Age 6 - 21,,,,,,,,SRS,
Coop,LEA,TM,UM,TL,UL,SP,SS,HO,PL,3-5 Total,,RC,RR,SC,SS,RF,HH,PP,CF,JJA *,6-21 Total
202,202,0.27586206896551724,0.1206896551724138,0.10344827586206896,0.08620689655172414,0.39655172413793105,0,0.017241379310344827,0,1,,0.5694760820045558,0.3120728929384966,0.09567198177676538,0,0,0,0.022779043280182234,0,0,1
,,,,,,,,,,,,,,,,,,,,,
229,229,0.54,0.18571428571428572,0.12,0.09142857142857143,0.06285714285714286,0,0,0,1,,0.6548564447159438,0.22296884544899206,0.07025045815516189,0.011606597434331093,0.014660965180207697,0.0030543677458766036,0.022602321319486866,0,0,1
,,,,,,,,,,,,,,,,,,,,,
230,230,0.14285714285714285,0.2,0.08571428571428572,0.04285714285714286,0.5285714285714286,0,0,0,1,,0.7741935483870968,0.21370967741935484,0.004032258064516129,0.008064516129032258,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,
231,231,0.5683453237410072,0.08633093525179857,0.02877697841726619,0.1510791366906475,0.16546762589928057,0,0,0,1,,0.7807692307692308,0.19423076923076923,0.01730769230769231,0.007692307692307693,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,
232,232,0.3132530120481928,0.12048192771084337,0.27710843373493976,0.20481927710843373,0.08433734939759036,0,0,0,1,,0.7275064267352185,0.15938303341902313,0.06426735218508997,0,0,0,0.04884318766066838,0,0,1
,,,,,,,,,,,,,,,,,,,,,
233,233,0.4830188679245283,0.17547169811320754,0.03773584905660377,0.0509433962264151,0.2490566037735849,0,0,0.0037735849056603774,1,,0.7925731432858214,0.11702925731432859,0.06376594148537135,0.011627906976744186,0,0.003000750187546887,0.010127531882970742,0.0011252813203300824,0.0007501875468867217,1
,,,,,,,,,,,,,,,,,,,,,
234,234,0.32142857142857145,0,0.03571428571428571,0.39285714285714285,0.10714285714285714,0,0.14285714285714285,0,1,,0.8571428571428571,0.11038961038961038,0.01948051948051948,0,0,0,0.012987012987012988,0,0,1
,,,,,,,,,,,,,,,,,,,,,
244,243,0.06666666666666667,0.13333333333333333,0,0,0.8,0,0,0,1,,0.8461538461538461,0.13186813186813187,0.02197802197802198,0,0,0,0,0,0,1
