,Newman1,,,,,,,,Copper,Rio Grande,,
,Newman 1,Newman 2,Newman 3,GT 1,GT 2,GT1+ST1,GT2+ST1,Newman 4,Copper,Rio Grande 6,Rio Grande 7,Rio Grande 8
Heat Rates,Steam Unit 1,Steam Unit 2,Steam Unit 3,Gas Turbine 1,Gas Turbine 2,GT1+ST1,GT2+ST1,GT1+GT2+ST1,Copper,Steam Unit 6,Steam Unit 7,Steam Unit 8
1,54.56299,57.405300000000004,108.46300000000001,157.396757,157.396757,251.97104549999997,251.97104549999997,472.89110364999993,273.7965496,84.46554699999999,101.264546,101.6345
2,32.53598,33.3606,58.141000000000005,83.500354,83.500354,128.837691,128.837691,239.16840729999998,140.22539919999997,46.513294,53.191992,54.74400000000001
3,25.19563666666667,25.349233333333334,41.37566666666667,58.880617666666666,58.880617666666666,87.80100316666666,87.80100316666666,161.26571095,95.7242488,33.893374333333334,37.225438000000004,39.1235
4,21.52696,21.346200000000003,32.9995,46.580048000000005,46.580048000000005,67.288482,67.288482,122.3180146,73.4905984,27.606538,29.285383999999997,31.3205
5,19.32695,18.946499999999997,27.978999999999996,39.207145000000004,39.207145000000004,54.9856275,54.9856275,98.95231824999999,60.163948000000005,23.852935,24.55593,26.644500000000004
6,17.861273333333333,17.348466666666667,24.63633333333333,34.29807533333334,34.29807533333334,46.787606333333336,46.787606333333336,83.3776219,51.29079759999999,21.365948666666668,21.431776,23.532
7,16.815215714285717,16.208528571428573,22.25242857142857,30.79691042857143,30.79691042857143,40.93520421428571,40.93520421428571,72.25492555000001,44.96250434285714,19.602743285714286,19.224936285714282,21.312928571428568
8,16.03142,15.3549,20.46775,30.79691042857143,30.79691042857143,40.93520421428571,40.93520421428571,72.25492555000001,44.96250434285714,19.602743285714286,19.224936285714282,19.65225
9,15.422465555555554,14.692144444444446,19.082555555555555,26.141088555555555,26.141088555555555,33.13976505555556,33.13976505555556,57.42953285,36.5473464,17.28263411111111,16.340114,18.363833333333332
10,14.9359,14.163,17.977,24.51713,24.51713,30.414855,30.414855,52.242836499999996,33.612196,16.484469999999998,15.356359999999999,17.336
11,14.538344545454548,13.731027272727273,17.074818181818184,23.191817909090908,23.191817909090908,28.1875005,28.1875005,48.000503786363645,31.21686378181818,15.83983518181818,14.56718781818182,16.497681818181817
12,14.207546666666667,13.371933333333336,16.325166666666664,22.090490666666668,22.090490666666668,26.33331266666667,26.33331266666667,44.4664438,29.2263952,15.310347333333333,13.923952000000002,15.801499999999999
13,13.92810076923077,13.068900000000001,15.692846153846155,21.161459461538463,21.161459461538463,24.766176115384617,24.766176115384617,41.477208988461534,27.547360184615382,14.869434076923076,13.392974923076924,15.214653846153848
14,13.689002857142857,12.809914285714287,15.152714285714286,20.367803714285714,20.367803714285714,23.424579857142856,23.424579857142856,38.9160511,26.11302297142857,14.498115142857143,12.950201142857143,14.713714285714286
15,13.482183333333333,12.586166666666665,14.686333333333334,19.682448333333337,19.682448333333337,22.263415833333333,22.263415833333333,36.69735475,24.874443999999997,14.182471666666666,12.57799,14.281499999999998
16,13.301590000000001,12.39105,14.279875,19.085086999999998,19.085086999999998,21.248853,21.248853,34.7569084,23.794918599999995,13.912064500000001,12.263111,13.905124999999998
17,13.142594705882354,12.219511764705883,13.922764705882354,18.560191352941178,18.560191352941178,20.35502055882353,20.35502055882353,33.04560910882353,22.846378494117644,13.678910764705885,11.995446705882353,13.574735294117644
18,13.001597777777778,12.067622222222221,13.606777777777776,18.095683777777776,18.095683777777776,19.56179677777778,19.56179677777778,31.525265699999995,22.0069928,13.476801555555557,11.767128,13.282666666666666
19,12.875757368421052,11.932278947368422,13.32542105263158,17.682029315789475,17.682029315789475,18.85329607894737,18.85329607894737,30.16572724473684,21.259526610526315,13.300835105263156,11.571942421052631,13.02286842105263
20,12.7628,11.811,13.0735,17.3116,17.3116,18.216810000000002,18.216810000000002,28.942873,20.590192000000002,13.14709,11.404919999999999,12.7905
21,12.660885238095236,11.70177619047619,12.846809523809524,16.978220809523812,16.978220809523812,17.64205073809524,17.64205073809524,27.837176649999996,19.987827314285713,13.01239176190476,11.262037428571428,12.581642857142857
