,,APPROPRIATION TRANSACTION,,,,,,,,,,,,
,,"CITY  OF  KANSAS  CITY,  MISSOURI",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,DEPARTMENT:,,,Finance,,,,,,,,
,,,,,,,,,,,,,,
BUSINESS UNIT:,,,,KCMBU,,DATE:,,39317.0,,JOURNAL ID:,,,,
,,,,,,,,,,,,,,
LEDGER GROUP:,,,,,APPROP,,,,,,,,,
,,,,,,,,,,,,,,
,,FUND,,DEPT ID,,ACCOUNT,,PROJECT,,AMOUNT,,INC/DEC,,
,,,,,,,,,,,,,,
08,,8200.0,,807771.0,,B,,80CONV,,453920.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,129620.0,,B,,,,11650.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,809611.0,,B,,,,51730.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,809600.0,,G,,,,25000.0,,I,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,TOTAL,,542300.0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BUSINESS UNIT:,,,,KCMBU,,DATE:,,39317.0,,JOURNAL ID:,,C,,
,,,,,,,,,,,,"(same as above, except",,
LEDGER GROUP:,,,,,ADMIN,,,BUDGET PERIOD:,,,,prefixed by a C),,
,,,,,,,,,,,,,,
,,FUND,,DEPT ID,,ACCOUNT,,PROJECT,,AMOUNT,,INC/DEC,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
08,,8200.0,,807771.0,,611060.0,,80CONV,,453920.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,129620.0,,743050.0,,,,11650.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,809611.0,,749840.0,,,,51730.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,809600.0,,741100.0,,,,21500.0,,I,,
,,,,,,,,,,,,,,
08,,8200.0,,809600.0,,744010.0,,,,3500.0,,I,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,TOTAL,,542300.0
,,,,,,,,,,,,,,
DESCRIPTION:,,,,,,,,,,,,NET,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
APPROVED BY:,,,,,,DATE,,APPROVED BY:  DEPARTMENT HEAD,,,,,,DATE
