DESIGN SERVICES GUIDE,,,,,,,,,,,,,,,EXHIBIT C-04
UNIVERSITY OF FLORIDA,,,,,,,,,,FACILITIES PLANNING AND CONSTRUCTION,,,,,
SCHEDULE OF CONTRACT VALUES,,,,,,,,,,,,,,,
,Payment Application No.:,0.0,,,,,,,,,,Date:,,,
,UF Project Number:,UF-000,,,,,,,,,,Contractor:,,,
,,,,,,,,,,,,,,,
A,B,C,,,,,,D,E,F,G,,H,I,
"ITEM NO.
(CM's Cost Codes)","DESCRIPTION OF WORK
Trade Contractor Name & Scope of Work",SCHEDULE OF VALUES,,,,,,WORK COMPLETED,,MATERIALS,"TOTAL COMPLETED & STORED 
 (D + E + F)","% COMPLETE
(G / Current)","BALANCE TO FINISH
(Current - G)",RETAINAGE,
,,ORIGINAL,CHANGE ORDERS,,,,CURRENT,FROM PREVIOUS CERT.,THIS PERIOD,"PRESENTLY STORED
(Not in D or E)",,,,Minimum 10%,Exceptions
,,,"OWNER
CHANGE",OWNER DIRECT PURCHASE,"BID/TAX
SAVINGS","CM
CONTINGENCY",,,,,,,,,
,Construction,,,,,,,,,,,,,,
1.0,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
2.0,Sitework,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
2.1,Sub-Contractor A,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.2,Sub-Contractor B,100000.0,0.0,0.0,-60.0,0.0,99940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,Concrete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
,Sub-Contractor C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
4.0,Masonry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
5.0,Metals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
6.0,Wood & Plastics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
7.0,Thermal & Moisture Protection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
8.0,Doors & Windows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
9.0,Finishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
10.0,Specialties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
11.0,Equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
12.0,Furnishings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
13.0,Special Construction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
14.0,Conveying System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
15.0,Mechanical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
16.0,Electrical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0
,Sub Total - Construction,200000.0,0.0,0.0,-60.0,0.0,199940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Contingency,,,,,,,,,,,,,,
,Sub Total-CM Contingency,100000.0,0.0,,,0.0,100000.0,,,,,,,,
,General Conditions,,,,,,,,,,,,,,
8.2,Sub Total from Article 8.2 Worksheet,100000.0,0.0,,,,100000.0,0.0,0.0,,0.0,0.0,100000.0,0.0,0.0
,CM Fees,,,,,,,,,,,,,,
7.2,Sub Total from Article 7.2 Worksheet,436598.0,0.0,,,,436598.0,0.0,0.0,,0.0,0.0,436598.0,0.0,0.0
,Sub-Total (less CM P&OH),836598.0,0.0,,,,836538.0,0.0,0.0,0.0,0.0,0.0,536598.0,0.0,0.0
,,,,,,,,,,,,,,,
,CM Fee / Profit & Overhead*,,,,,,,,,,,,,,
7.2.5,CM P&OH (Article 7.2.5),100000.0,0.0,,,,100000.0,0.0,0.0,,0.0,0.0,100000.0,0.0,0.0
,Sub Total,936598.0,0.0,0.0,60.0,0.0,936538.0,0.0,0.0,0.0,0.0,0.0,636598.0,0.0,0.0
,Total GMP*,936598.0,0.0,0.0,,,936598.0,,,,,,,,
,*The Tax Savings accrue under the GMP for Owner 's discretionary use.,,,,,,,,,,,,,,
