Mineral,Unit,World production 1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008 \1,Percent of U.S. World 1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008 \1
Coal,Millions of short tons,4186.38812278,4226.019937,4387.6435114900005,4417.78382709,4664.02876195,4894.810140789999,5014.08431792,5120.941976200001,5244.06218548,5320.1758892299995,5353.61533308,5023.35047783,4954.66344749,4849.57453317,4941.60827393,5084.22052277,5109.0311676500005,5135.69339408,5051.547269500001,4944.42319475,4937.1836005,5219.59107305,5248.78754457,5638.55613085,6067.61711405,6465.41302163,6778.58945593,7080.0528437,(NA),19.818993724572103,19.492927441908563,19.101643007350553,17.703242861368444,19.20915973565783,18.052556679090824,17.75628199585863,17.941258914864093,18.12077117680137,18.434146096285232,19.22208045152844,19.827087190027157,20.133453466457944,19.49499398748304,20.914325346514506,20.31724956900989,20.823038219383996,21.222680254362196,22.122631094583678,22.25601256580223,21.74542507253068,21.60492631965994,20.84830165515201,19.007571223352095,18.32842858434254,17.500786013431473,17.153268641351502,16.180206455935608,(NA)
Petroleum (crude),Billions of barrels,21.44072268,20.17795212,19.243296,19.172372760000002,19.61961804,19.427828759999997,20.23150032,20.3856284592,21.1290678,21.52484856,21.77700552,21.667546079999997,21.64143384,21.6604546776,21.996924998399997,22.4585556156,22.950623739599997,23.667709168800005,24.1075976076,23.7320595972,24.6580682004,24.516369179999998,24.1781538456,24.9964110252,26.097482358000004,26.5452681852,26.4459007188,26.28217386,26.564844902399997,14.434774639788401,15.29352424689964,16.18038822455363,16.313473763275606,16.292060291302185,16.623370732242343,15.445221316142115,14.744157754153209,13.869045372650088,12.732633134957583,12.159203971217067,12.322374624897996,11.928989082176264,11.379261408344096,10.902287843298266,10.51479370632229,10.140155138287152,9.813256636860046,9.335894324411953,8.921790819410425,8.499353539649967,8.518818472124185,8.55481470756053,8.181376591776688,7.475000304012082,7.022777503673408,6.945305518349324,6.936750279910065,6.715533753554221
"Natural gas (dry, marketable)",Trillion of cubic feet,53.35107866999999,54.73051081,54.55939119,55.152396195,60.04978932,62.38644001000001,63.57345229,66.60781298000002,69.80179886999998,72.12528523000002,73.71084979999999,74.92337452,74.98633856000001,76.50536371000001,77.06849310999999,78.10473474,81.82054729000001,81.69659458000001,83.18864161,85.0827874,88.41649833,90.55776669000001,92.33203443,95.51572177,98.53373125,101.52240325,103.97697566,(NA),(NA),36.36852428048575,35.046265266165534,32.66165477899644,29.180962406596304,29.08586391023828,26.374321082213648,25.26054417611997,24.953529107750015,24.502233863417917,24.001291564805637,24.161978932984706,23.621203000240946,23.791000257634128,23.651936442771014,24.421134033510626,23.812896954216072,23.043111570954146,23.136827302502233,22.868506603566356,22.13400686024069,21.6950460177764,21.66131157711747,20.49992737282308,19.995661076602676,18.86765046259222,17.780311952967878,17.769318527224414,(NA),(NA)
Natural gas plant liquids,Billions of barrels,1.24063983,1.307178,1.30748148,1.3116538800000002,1.39611708,1.42131276,1.49868468,1.546083684,1.6159622399999998,1.62461376,1.67055876,1.7343208799999998,1.745107452,1.8204794892,1.9662768648000002,2.0353008816,2.0785210272000003,2.12909877,2.1823064027999997,2.2454021376,2.3276647152,2.4359269680000004,2.4756823836,2.574892044,2.6615494656000003,2.755291734,2.8060554744000004,2.8640207376,2.8594566504,45.64418990159295,44.312251277178774,42.677468747014295,42.78872716024748,42.03085890189095,40.753873200997646,37.256669628463804,37.14831027218833,36.201340942224,34.257988803443354,33.59594486817093,34.44352927354481,35.01187730874465,34.32036960078924,31.611367205056478,31.16925168829544,31.697506822316353,30.72568414475201,29.021797616841972,29.653363682626612,29.555338340079157,27.61256950787204,27.34142313585916,24.03650181149109,24.470560281440292,22.433850454835362,22.307474478345615,22.411814452778145,22.424814235610143
Asbestos,"1,000 metric tons",4670.0,(NA),(NA),(NA),(NA),4249.0,(NA),(NA),(NA),(NA),4010.0,3533.0,3121.0,2650.0,2510.0,2180.0,2290.0,2070.0,1980.0,1850.0,2110.0,2160.0,2320.0,2400.0,2310.0,2250.0,2180.0,2200.0,2200.0,2.0,(NA),(NA),(NA),(NA),1.0,(NA),(NA),(NA),(NA),(D),1.0,(Z),1.0,(Z),(Z),(Z),(Z),(Z),(Z),0.0,(Z),(Z),0.0,0.0,0.0,0.0,0.0,0.0
Barite,"1,000 metric tons",7495.0,(NA),(NA),(NA),(NA),6067.0,(NA),(NA),(NA),(NA),5770.0,5685.0,5436.0,4080.0,4206.0,4870.0,4460.0,6930.0,6460.0,6160.0,6470.0,6560.0,6160.0,6780.0,7760.0,8110.0,7960.0,7630.0,7770.0,27.0,(NA),(NA),(NA),(NA),11.0,(NA),(NA),(NA),(NA),7.0,8.0,8.0,8.0,14.0,11.0,14.84304932735426,10.4,7.0,7.0,6.0,6.0,7.046979865771812,6.985074626865671,7.0,6.213468869123253,7.399497487437186,5.963302752293578,7.915057915057915
Cement,Millions of metric tons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),78.0,(NA),(NA),(NA),(NA),(NA),(NA),91.0,94.0,99.0,101.0,100.0,97.0,89.0,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),5.0,(NA),(NA),(NA),(NA),(NA),(NA),5.0,5.0,5.0,4.0,4.0,4.0,3.0
Feldspar,"1,000 metric tons",3202.0,(NA),(NA),(NA),(NA),4039.0,(NA),(NA),(NA),(NA),5990.0,5544.0,5771.0,6390.0,6420.0,7910.0,6750.0,8050.0,9330.0,9980.0,9580.0,9870.0,14100.0,13600.0,15100.0,16200.0,17600.0,18100.0,18300.0,20.0,(NA),(NA),(NA),(NA),16.0,(NA),(NA),(NA),(NA),11.0,10.0,13.0,12.0,12.0,11.0,13.18518518518519,11.0,9.0,9.0,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.033149171270718,3.278688524590164
Fluorspar,"1,000 metric tons",5006.0,(NA),(NA),(NA),(NA),4979.0,(NA),(NA),(NA),(NA),5120.0,4077.0,3846.0,3930.0,3680.0,4170.0,4140.0,4620.0,4430.0,4300.0,4470.0,4590.0,4450.0,4850.0,5230.0,5280.0,5330.0,5690.0,5840.0,2.0,(NA),(NA),(NA),(NA),1.0,(NA),(NA),(NA),(NA),1.0,1.0,1.0,2.0,1.0,1.0,(Z),(Z),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gypsum,Millions of metric tons,78.4,(NA),(NA),(NA),(NA),87.0,(NA),(NA),(NA),(NA),104.0,97.8,97.8,99.0,96.0,98.0,100.0,104.0,104.0,109.0,106.0,102.0,101.0,104.0,109.0,118.0,125.0,154.0,151.0,14.0,(NA),(NA),(NA),(NA),15.0,(NA),(NA),(NA),(NA),15.0,14.0,15.0,16.0,18.0,17.0,17.55265797392176,17.5,18.0,20.0,19.0,16.0,15.841584158415841,17.0,17.0,21.0,21.0,18.0,13.0
