,,,,,,,,,,,,,"Monthly Bulletin of Statistics, March 2004"
L-1  Principal Financial Indicators,,,,,,,,,,,,,
,,,,,,,,,,,,,Unit：100 Millions NT$
"End 
of 
Period",,*M1B,,Liquid Liabilities,Reserve Money,**Deposits,**Loans & Invest-ments,*** Debits to Checking Accounts,Rediscount Rate (Percent per Annum),***Money Market Rate(% Per Annum),,"Bank-Customer 
Selling Rate",
,,,"Annual Growth Rate 
(%)",,,,,,,"****
Commercial paper",Interbank Call Loans,NT$/US,NT$/Yen
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1996.0,,34260.58,8.313266,156464.0,16525.0,142609.0,130518.0,942224.97,5.0,5.94,5.44,27.54,0.2392
1997.0,r,37152.52,8.441013,170181.0,16413.43,154213.0,143075.0,1135395.63,5.25,6.84,6.85,32.62,0.2534
1998.0,r,38547.84,3.755654,185777.0,16651.38,166969.0,154083.0,1194732.63,4.75,6.89,6.56,32.26,0.2857
1999.0,r,45071.8,16.924321,206333.0,16433.16,180642.0,159523.0,1045322.71,4.5,5.12,4.77,31.44,0.31
2000.0,r,44920.72,-0.335199,223135.0,15833.98,193087.0,165260.0,1145706.04,4.625,5.06,4.73,33.06,0.2908
2001.0,r,50258.6,11.882891,241434.0,14560.5,201607.0,163676.0,1179413.09,2.125,3.78,3.69,35.04,0.2688
2002.0,r,54915.89,9.266653,257923.0,15687.96,206098.0,159257.0,947504.52,1.625,2.14,2.05,34.81,0.295
,,,,,,,,,,,,,
2003.0,r,65528.32,19.32488,286785.0,16194.24,217556.0,163588.0,892673.56,1.375,1.16,1.1,34.02,0.3199
1.0,r,57310.03,11.854218,263866.0,16644.69,206350.0,160433.0,81729.31,1.625,1.51,1.3,34.75,0.2945
2.0,r,55461.35,6.261741,263403.0,15473.42,207230.0,159419.0,56963.28,1.625,1.41,1.26,33.43,0.317
3.0,r,55182.37,5.214792,263078.0,15122.82,206668.0,159152.0,72655.81,1.625,1.37,1.2,34.8,0.2939
4.0,r,55432.0,6.195253,265207.0,14666.97,206791.0,159683.0,72384.93,1.625,1.24,1.19,34.89,0.2938
5.0,r,56100.4,8.874319,267047.0,14892.5,207143.0,159862.0,71404.51,1.625,1.21,1.18,34.76,0.2946
6.0,r,57949.03,9.465123,268529.0,15205.5,208926.0,161347.0,78186.34,1.375,1.2,1.16,34.66,0.2912
7.0,r,58356.79,13.102204,271711.0,15191.45,210901.0,161022.0,82352.46,1.375,0.98,1.03,34.46,0.2883
8.0,r,59905.99,14.31036,275186.0,15051.18,212119.0,160848.0,72518.45,1.375,0.89,1.02,34.21,0.2937
9.0,r,60807.81,17.775913,276361.0,15149.58,212964.0,161004.0,75167.09,1.375,0.96,1.02,33.81,0.3071
10.0,r,61518.48,18.70808,279570.0,15700.23,213531.0,159655.0,77454.09,1.375,0.91,1.02,34.01,0.3139
11.0,r,62236.15,18.34024,282265.0,15208.47,214876.0,161213.0,67385.29,1.375,1.03,1.02,34.24,0.3147
12.0,r,65528.32,19.32488,286785.0,16194.24,217556.0,163588.0,84472.0,1.375,1.22,1.02,34.02,0.3199
2004.0,,,,,,,,,,,,,
1.0,p,67620.05,17.989905,292796.0,17570.06,220225.0,164535.0,68235.25,1.375,1.12,1.01,33.43,0.317
,,,,,,,,,,,,,
Notes：,,*Including postal savings system. *Includes monetary institutions and Chunghwa Post Co..***Refers to year(month) data.  ****Data for 91-180 days in secondary market.,,,,,,,,,,,
,,,,,,,,,,,,,
41.0,,,,,,,,,,,,,
