Weighted Average Flowback Prices For Exports of Canadian Natural Gas *,,,,,,,,,,,,,Table 6
,,,,,,,,,,,,,
Moyenne ponderée des prix selon les rentrées obtenus pour les exportations de gaz naturel canadien *,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Firm Sales,,,,Interruptible Sales,,,,Total Sales,,,
,,Ventes - service guaranti,,,,Ventes - service interruptible,,,,Total des ventes,,,
,,,,,,,,,,,,,
,,,Avg.,Avg.,Avg.,,Avg.,Avg.,Avg.,,Avg.,Avg.,Avg.
,,,Exp. Price/,Transp. Cost/,Flowback Price/,,Exp. Price/,Transp. Cost/,Flowback Price/,,Exp. Price/,Transp. Cost/,Flowback Price/
,,,Moy. des prix,Moy. des coûts,Moy. des prix,,Moy. des prix,Moy. des coûts,Moy. des prix,,Moy. des prix,Moy. des coûts,Moy. des prix
Period/,,Volume,à l'exp,de transp,selon les,Volume,à l'exp,de transp,selon les,Volume,à l'exp,de transp,selon les
Période,,Millions,($CDN/GJ),($CDN/GJ),rentrées,Millions,($CDN/GJ),($CDN/GJ),rentrées,Millions,($CDN/GJ),($CDN/GJ),rentrées
,,m3,,,($CDN/GJ),m3,,,($CDN/GJ),m3,,,($CDN/GJ)
,,,,,,,,,,,,,
2000/11,,6310.278629999999,6.629047568185899,0.2872210289532734,6.341826539232626,2899.257118633,6.955882407268722,0.3124925595633314,6.64338984770539,9209.535748633,6.7318034933065425,0.2951663248536075,6.436637168452935
,,,,,,,,,,,,,
2000/11,2000/11,6310.278629999999,6.629047568185899,0.2872210289532734,6.341826539232626,2899.257118633,6.955882407268722,0.3124925595633314,6.64338984770539,9209.535748633,6.7318034933065425,0.2951663248536075,6.436637168452935
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Note: *Total Canada averages are the weighted averages of the,,,,,,,,Nota: * Le total des moyennes au Canada equivaut à la moyenne pondérée du prix à la frontière,,,,,
Alberta border price for Alberta gas and flowback prices for B.C. and,,,,,,,,de l'Alberta obtenu pour le gaz provenant de l'Alberta et à la moyenne pondérée du prix,,,,,
N.W.T. gas for export out of Canada,,,,,,,,selon les rentrées obtenu pour le gaz de la C-B. et des T.N.-O. destiné à l'exportation.,,,,,
,,,,,,,,,,,,,
Figures may not total due to rounding.,,,,,,,,Les chiffres peuvent ne pas correspondre au total parce qu'ils ont été arrondis.,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
