"Weighted Average Flowback Prices for Exports of B.C., Sask and N.W.T.** Natural Gas *",,,,,,,,,,,,,Table 8
,,,,,,,,,,,,,
"Moyenne ponderée des prix selon les rentrées obtenus pour les exportations de gaz naturel de la C.-B., de la Sask. et des T.N.-O. *",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,Firm Sales,,,,Interruptible Sales,,,,Total Sales,,,
,,Ventes - service guaranti,,,,Ventes - service interruptible,,,,Total des ventes,,,
,,,,,,,,,,,,,
,,,Avg.,Avg.,Avg.,,Avg.,Avg.,Avg.,,Avg.,Avg.,Avg.
,,,Exp. Price/,Transp. Cost/,Flowback Price/,,Exp. Price/,Transp. Cost/,Flowback Price/,,Exp. Price/,Transp. Cost/,Flowback Price/
,,,Moy. des prix,Moy. des coûts,Moy. des prix,,Moy. des prix,Moy. des coûts,Moy. des prix,,Moy. des prix,Moy. des coûts,Moy. des prix
Period/,,Volume,à l'exp,de transp,selon les rentrées,Volume,à l'exp,de transp,selon les rentrées,Volume,à l'exp,de transp,selon les rentrées
Période,,Millions,($CDN/GJ),($CDN/GJ),($CDN/GJ),Millions,($CDN/GJ),($CDN/GJ),($CDN/GJ),Millions,($CDN/GJ),($CDN/GJ),($CDN/GJ)
,,m3,,,,m3,,,,m3,,,
,,,,,,,,,,,,,
2000/11,,745.9176387579082,6.578129714179924,0.18562360077906676,6.392506113400857,237.38675124209163,8.257275090437185,0.18152030447731535,8.07575478595987,983.3043899999998,6.984715350848782,0.18463003502658426,6.800085315822197
,,,,,,,,,,,,,
2000/11,2000/11,745.9176387579082,6.578129714179924,0.18562360077906676,6.392506113400857,237.38675124209163,8.257275090437185,0.18152030447731535,8.07575478595987,983.3043899999998,6.984715350848782,0.18463003502658426,6.800085315822197
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Note: *Flowback prices are net of transportation costs in B.C.,,,,,,,,Nota: * Il s'agit des prix selon les rentrées sans les coûts de transport en C.-B.,,,,,
and may include gathering and processing costs,,,,,,,,mais pouvant comprendre les frais de collecte et de traitement.,,,,,
Figures may not total due to rounding.,,,,,,,,,,,,,
,,,,,,,,Les chiffres peuvent ne pas correspondre au total parce qu'ils ont été arrondis.,,,,,
**N.W.T. includes Yukon production.,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
