,,,,"NSSE 2009 Multi-Year Benchmark Report
Multi-Year Charts",,,,,,,,,,,,,,,
,,,,Angelo State University,,,,,,,,,,,,,,,
Seniors,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,SOURCE TABLE FOR CHARTS (DO NOT DELETE),,,,,,,
,,,,,,,,,,,,,,'04,'05,'06,'07,'08,'09
,,,,,,,,,,,,ACa,SR,51.43069290385656,46.917863247647986,42,52.22124203519611,42,55.28206401363537
,,,,,,,,,,,,ACa,CI,3.027858627304197,3.2976661690800877,42,2.222016496913777,42,1.749142710394802
,,,,,,,,,,,,ACL,SR,50.8229775520645,46.54393234180612,42,50.34132139180887,42,53.41522482896495
,,,,,,,,,,,,ACL,CI,3.3437453567059396,2.8779724647397367,42,2.4950998901301586,42,2.0747746110973093
,,,,,,,,,,,,SFI,SR,39.38775638523198,36.793597314537834,42,42.202549360681246,42,47.32270677253649
,,,,,,,,,,,,SFI,CI,3.6063242102000626,3.4009118223793897,42,2.7677038772490556,42,2.555675897239287
,,,,,,,,,,,,EEE,SR,33.629309172288444,33.91390035159298,42,35.27609828923111,42,40.796171086364275
,,,,,,,,,,,,EEE,CI,3.197525066119777,2.7956215091859593,42,2.5336662815574154,42,2.1224629445999015
,,,,,,,,,,,,SCE,SR,58.10493149603338,56.227624143356394,42,60.596010063888905,42,63.20908241309238
,,,,,,,,,,,,SCE,CI,3.6101998007251592,3.7428092446349797,42,2.8873986886360172,42,2.219498073665537
