Term,Mnthly Vol,,,,,,,Curved Price,DF,PV Volume,PV Value,,,
2001-07-01 00:00:00,12462.96312708726,,,,,,,5.462,0.990033626818257,12338.752585612405,67394.26662261494,,,
2001-08-01 00:00:00,19862.847483795318,,,,,,,5.497,0.9861376715848292,19587.502168714498,107672.49942142359,,,
2001-09-01 00:00:00,25485.16177910792,,,,,,,5.486999999999999,0.9822407735480251,25032.565019907524,137353.68426423258,,,
2001-10-01 00:00:00,34712.54794050906,,,,,,,5.5,0.9785165520943332,33966.80272515617,186817.41498835894,,,
2001-11-01 00:00:00,78736.36737115929,,,,,,,5.632,0.9746909260897406,76743.62282993727,432220.0837782067,,,
2001-12-01 00:00:00,108264.00308764294,,,,,,,5.7490000000000006,0.9710360012541163,105128.2446379881,604382.2784237936,,,
2002-01-01 00:00:00,90204.69017175786,,,,,,,5.789000000000001,0.9672202067690542,87247.7990794661,505077.5088710293,,,
2002-02-01 00:00:00,73958.89817244251,,,,,,,5.599,0.9632979423577298,71244.45442855873,398897.7003455004,,,
2002-03-01 00:00:00,68226.73404187513,,,,,,,5.257,0.959755834339942,65481.00605464919,344233.64882929076,,,
2002-04-01 00:00:00,49492.343956606135,,,,,,,4.686999999999999,0.9558252478227802,47306.03192765334,221723.37164491118,,,
2002-05-01 00:00:00,37189.16240807128,,,,,,,4.537,0.9520109589272465,35404.490165809046,160630.17188227564,,,
2002-06-01 00:00:00,27722.10387884153,,,,,,,4.548,0.9480674109759808,26282.423251220487,119532.46094655078,,,
2002-07-01 00:00:00,25245.48941127932,,,,,,,4.582,0.9442100749546345,23837.045449290476,109221.34224864896,,,
2002-08-01 00:00:00,24326.745334603016,,,,,,,4.592,0.9401488944206295,22870.762731179235,105022.54246157504,,,
2002-09-01 00:00:00,25485.16177910792,,,,,,,4.571,0.9360724489724244,23855.957799027976,109045.58309935687,,,
2002-10-01 00:00:00,34712.54794050906,,,,,,,4.577,0.9320859234949658,32355.077303992657,148089.1888203744,,,
2002-11-01 00:00:00,78736.36737115929,,,,,,,4.697,0.9279079790227526,73060.10352296541,343163.3062473685,,,
2002-12-01 00:00:00,108264.00308764294,,,,,,,4.801,0.9238444948624832,100019.10324429382,480191.7146758546,,,
2003-01-01 00:00:00,90204.69017175786,,,,,,,4.832,0.9195863645147513,82951.00309722632,400819.24696579756,,,
2003-02-01 00:00:00,73958.89817244251,,,,,,,4.656,0.9152553313807307,67691.27585537259,315170.58038261475,,,
2003-03-01 00:00:00,68226.73404187513,,,,,,,4.417,0.9113197968139329,62176.37340431988,274633.04132688086,,,
2003-04-01 00:00:00,49492.343956606135,,,,,,,4.106999999999999,0.9069593595040413,44887.54457523721,184353.14557049918,,,
2003-05-01 00:00:00,37189.16240807128,,,,,,,4.041,0.9027502849622447,33572.526961393545,135666.58145099133,,,
2003-06-01 00:00:00,27722.10387884153,,,,,,,4.053999999999999,0.8983797592102919,24904.977007476355,100964.77678830913,,,
2003-07-01 00:00:00,12782.52628419206,,,,,,,4.079,0.894137483764381,11429.33588789955,46620.26108674226,,,
2003-08-01 00:00:00,4463.897850807696,,,,,,,4.103999999999999,0.8897448846707273,3971.730278448801,16299.981062753877,,,
