Date,Open,High,Low,Close,Volume
2014-04-24,1.18,1.21,1.17,1.21,26917.0
2014-04-23,1.18,1.19,1.16,1.19,36172.0
2014-04-22,1.18,1.2,1.15,1.2,38389.0
2014-04-21,1.11,1.17,1.1,1.15,76373.0
2014-04-17,1.14,1.16,1.11,1.13,43986.0
2014-04-16,1.122,1.18,1.1,1.17,31772.0
2014-04-15,1.19,1.2,1.13,1.15,95065.0
2014-04-14,1.15,1.23,1.12,1.23,42563.0
2014-04-11,1.15,1.2,1.13,1.13,85955.0
2014-04-10,1.23,1.23,1.2,1.2,99316.0
2014-04-09,1.14,1.21,1.12,1.21,39910.0
2014-04-08,1.17,1.18,1.14,1.14,45991.0
2014-04-07,1.22,1.25,1.12,1.16,91696.0
2014-04-04,1.19,1.25,1.16,1.22,71668.0
2014-04-03,1.28,1.34,1.16,1.16,157922.0
2014-04-02,1.1,1.35,1.09,1.25,298177.0
2014-04-01,1.15,1.16,1.05,1.09,151205.0
2014-03-28,1.09,1.14,1.06,1.11,96808.0
2014-03-27,1.05,1.09,1.02,1.07,219374.0
2014-03-26,1.2,1.23,1.07,1.085,214805.0
2014-03-25,1.3,1.33,1.2,1.21,162561.0
2014-03-24,1.38,1.38,1.2,1.26,269512.0
2014-03-21,1.37,1.41,1.33,1.38,69534.0
2014-03-20,1.35,1.38,1.3,1.3,150411.0
2014-03-19,1.4,1.43,1.36,1.37,88487.0
2014-03-18,1.49,1.49,1.39,1.43,128396.0
2014-03-17,1.36,1.42,1.32,1.406,203920.0
2014-03-14,1.41,1.44,1.12,1.29,828925.0
2014-03-13,1.599,1.6,1.35,1.37,215841.0
2014-03-12,1.65,1.65,1.41,1.45,269711.0
2014-03-11,1.51,1.63,1.463,1.5,307398.0
2014-03-10,1.68,1.74,1.41,1.42,399426.0
2014-03-07,1.74,1.74,1.6,1.68,342427.0
2014-03-06,1.6,1.8,1.6,1.73,568639.0
2014-03-05,1.5,1.62,1.47,1.599,652742.0
2014-03-04,1.5,1.5,1.4,1.46,159237.0
2014-03-03,1.44,1.52,1.39,1.5,269574.0
2014-02-26,1.19,1.193,1.13,1.15,96629.0
2014-02-25,1.19,1.2,1.14,1.19,99007.0
2014-02-24,1.24,1.24,1.15,1.18,248304.0
2014-02-21,1.24,1.24,1.13,1.18,213516.0
2014-02-20,1.19,1.24,1.1,1.24,194392.0
2014-02-19,1.25,1.28,1.16,1.18,258429.0
2014-02-18,1.31,1.34,1.25,1.31,660159.0
2014-02-14,1.0,1.412,1.0,1.2,954821.0
2014-02-13,0.99,1.02,0.96,0.96,114278.0
2014-02-12,1.02,1.03,0.98,0.99,129900.0
2014-02-11,0.91,1.05,0.91,0.97,200041.0
2014-02-10,0.95,0.95,0.864,0.888,126706.0
2014-02-07,0.88,0.909,0.83,0.853,98074.0
2014-02-06,0.88,0.88,0.84,0.85,81107.0
2014-02-05,0.85,0.85,0.79,0.798,212159.0
2014-02-04,0.87,0.87,0.77,0.773,112056.0
2014-02-03,0.86,0.92,0.8,0.821,259676.0
2014-01-31,0.75,0.86,0.75,0.766,483394.0
2014-01-30,0.68,0.81,0.66,0.682,85429.0
2014-01-29,0.69,0.69,0.639,0.65,44348.0
2014-01-28,0.69,0.69,0.665,0.67,22306.0
2014-01-27,0.75,0.79,0.7,0.7,47545.0
2014-01-24,0.81,0.81,0.75,0.75,27688.0
2014-01-23,0.76,0.844,0.749,0.8,97706.0
2014-01-22,0.66,0.851,0.636,0.8,189195.0
2014-01-21,0.59,0.685,0.59,0.67,239594.0
2014-01-17,0.59,0.61,0.59,0.61,21799.0
2014-01-16,0.61,0.62,0.59,0.62,50272.0
2014-01-15,0.64,0.64,0.6,0.6,28007.0
2014-01-14,0.64,0.64,0.61,0.61,4540.0
2014-01-13,0.648,0.648,0.631,0.639,18877.0
2014-01-10,0.648,0.648,0.6,0.62,27062.0
2014-01-09,0.65,0.65,0.648,0.648,15149.0
2014-01-08,0.65,0.65,0.62,0.64,23502.0
2014-01-07,0.65,0.65,0.64,0.65,8239.0
2014-01-06,0.65,0.666,0.63,0.64,11073.0
2014-01-03,0.65,0.67,0.65,0.66,34339.0
2014-01-02,0.64,0.658,0.61,0.658,107420.0
2013-12-31,0.56,0.61,0.56,0.6,38928.0
2013-12-30,0.6,0.6,0.56,0.566,24889.0
2013-12-27,0.59,0.62,0.58,0.61,23431.0
2013-12-26,0.56,0.59,0.56,0.58,23386.0
2013-12-24,0.57,0.581,0.57,0.57,13796.0
2013-12-23,0.58,0.59,0.56,0.58,18356.0
2013-12-20,0.559,0.58,0.55,0.57,25461.0
2013-12-19,0.55,0.585,0.55,0.58,16150.0
2013-12-18,0.62,0.62,0.55,0.58,24608.0
2013-12-17,0.61,0.61,0.579,0.59,6688.0
2013-12-16,0.54,0.6,0.54,0.6,33866.0
2013-12-13,0.61,0.61,0.55,0.56,13080.0
2013-12-12,0.521,0.59,0.51,0.58,62585.0
2013-12-11,0.64,0.64,0.572,0.59,49500.0
2013-12-10,0.58,0.62,0.56,0.61,137438.0
2013-12-09,0.57,0.57,0.54,0.55,43336.0
2013-12-06,0.54,0.54,0.53,0.53,10806.0
2013-12-05,0.535,0.55,0.535,0.54,40271.0
2013-12-04,0.55,0.55,0.535,0.54,7000.0
2013-12-03,0.53,0.548,0.53,0.535,26201.0
2013-12-02,0.545,0.55,0.535,0.535,8400.0
2013-11-29,0.53,0.55,0.53,0.547,25500.0
2013-11-27,0.54,0.54,0.52,0.53,21930.0
2013-11-26,0.488,0.57,0.48,0.53,50316.0
2013-11-25,0.5,0.528,0.5,0.5,94563.0
2013-11-22,0.53,0.54,0.51,0.524,12330.0
2013-11-21,0.5,0.529,0.5,0.525,16458.0
2013-11-20,0.535,0.54,0.5,0.502,98667.0
2013-11-19,0.53,0.54,0.53,0.537,10935.0
2013-11-18,0.54,0.55,0.53,0.53,5300.0
2013-11-15,0.53,0.55,0.53,0.53,21120.0
2013-11-14,0.53,0.56,0.53,0.56,20650.0
2013-11-13,0.56,0.56,0.54,0.55,34011.0
2013-11-12,0.547,0.565,0.53,0.53,22090.0
2013-11-11,0.55,0.565,0.55,0.56,5450.0
2013-11-08,0.52,0.54,0.52,0.54,11619.0
2013-11-07,0.55,0.56,0.52,0.55,49300.0
2013-11-06,0.56,0.565,0.52,0.56,27900.0
2013-11-05,0.58,0.59,0.56,0.57,32503.0
2013-11-04,0.57,0.6,0.57,0.6,10800.0
2013-11-01,0.6,0.6,0.594,0.6,4400.0
2013-10-31,0.63,0.64,0.6,0.6,50850.0
2013-10-30,0.6,0.6,0.59,0.6,8125.0
2013-10-29,0.62,0.64,0.57,0.582,15200.0
2013-10-28,0.58,0.68,0.56,0.58,51604.0
2013-10-25,0.6,0.61,0.581,0.61,30773.0
2013-10-24,0.62,0.62,0.6,0.61,10300.0
2013-10-23,0.65,0.66,0.61,0.63,4960.0
2013-10-22,0.69,0.69,0.61,0.63,30468.0
2013-10-21,0.58,0.68,0.58,0.65,73220.0
2013-10-18,0.57,0.59,0.55,0.57,23400.0
2013-10-17,0.57,0.57,0.56,0.57,9200.0
2013-10-16,0.55,0.57,0.55,0.564,6030.0
2013-10-15,0.55,0.57,0.54,0.56,8829.0
2013-10-14,0.54,0.58,0.54,0.553,17587.0
2013-10-11,0.59,0.59,0.54,0.54,31818.0
2013-10-10,0.55,0.59,0.55,0.59,9525.0
2013-10-09,0.58,0.59,0.564,0.57,20596.0
2013-10-08,0.55,0.59,0.55,0.58,18277.0
2013-10-07,0.56,0.57,0.55,0.56,23659.0
2013-10-04,0.57,0.59,0.56,0.57,7613.0
2013-10-03,0.54,0.58,0.54,0.56,17861.0
2013-10-02,0.578,0.578,0.55,0.56,7036.0
2013-10-01,0.56,0.58,0.56,0.563,22833.0
2013-09-30,0.551,0.6,0.55,0.56,26245.0
2013-09-27,0.57,0.6,0.56,0.586,34393.0
2013-09-26,0.6,0.6,0.54,0.56,74940.0
2013-09-25,0.58,0.624,0.55,0.59,56275.0
2013-09-24,0.611,0.63,0.6,0.602,18574.0
2013-09-23,0.66,0.66,0.62,0.62,5285.0
2013-09-20,0.631,0.68,0.601,0.68,15032.0
2013-09-19,0.6,0.66,0.6,0.631,84649.0
2013-09-18,0.62,0.67,0.58,0.65,59776.0
2013-09-17,0.64,0.64,0.6,0.6,24888.0
2013-09-16,0.65,0.65,0.6,0.63,12830.0
2013-09-13,0.68,0.68,0.6,0.64,31846.0
2013-09-12,0.69,0.69,0.68,0.69,3200.0
2013-09-11,0.71,0.72,0.7,0.7,3500.0
2013-09-10,0.71,0.72,0.67,0.69,31819.0
2013-09-09,0.72,0.73,0.71,0.71,48830.0
2013-09-06,0.8,0.81,0.73,0.76,33284.0
2013-09-05,0.79,0.8,0.76,0.79,10075.0
2013-09-04,0.8,0.8,0.78,0.79,11844.0
2013-09-03,0.765,0.83,0.765,0.79,30574.0
2013-08-30,0.75,0.81,0.75,0.81,58235.0
2013-08-29,0.89,0.89,0.806,0.82,31795.0
2013-08-28,0.93,0.939,0.85,0.88,38989.0
2013-08-27,0.9,0.934,0.9,0.932,100050.0
2013-08-26,0.88,0.92,0.88,0.919,36671.0
2013-08-23,0.869,0.89,0.869,0.881,21800.0
2013-08-22,0.85,0.869,0.85,0.869,13600.0
2013-08-21,0.859,0.87,0.84,0.85,18000.0
2013-08-20,0.78,0.87,0.78,0.865,28590.0
2013-08-19,0.86,0.869,0.78,0.8,54964.0
2013-08-16,0.86,0.86,0.743,0.84,40033.0
2013-08-15,0.77,0.88,0.73,0.86,130558.0
2013-08-14,0.75,0.77,0.71,0.75,31125.0
2013-08-13,0.73,0.74,0.65,0.74,15822.0
2013-08-12,0.66,0.77,0.66,0.73,80565.0
2013-08-09,0.63,0.64,0.6,0.64,7702.0
2013-08-08,0.62,0.63,0.59,0.63,31707.0
2013-08-07,0.65,0.65,0.601,0.63,30473.0
2013-08-06,0.7,0.71,0.65,0.65,25126.0
2013-08-05,0.69,0.7,0.671,0.7,13600.0
2013-08-02,0.69,0.7,0.68,0.69,23892.0
2013-08-01,0.69,0.7,0.69,0.7,9200.0
2013-07-31,0.66,0.71,0.65,0.7,49180.0
2013-07-30,0.59,0.65,0.59,0.64,23021.0
2013-07-29,0.63,0.64,0.63,0.634,12404.0
2013-07-26,0.62,0.63,0.62,0.63,13389.0
2013-07-25,0.61,0.65,0.61,0.63,25200.0
2013-07-24,0.62,0.63,0.591,0.61,72929.0
2013-07-23,0.59,0.62,0.59,0.62,33025.0
2013-07-22,0.578,0.598,0.578,0.583,17202.0
2013-07-19,0.55,0.578,0.55,0.575,9364.0
2013-07-18,0.61,0.64,0.542,0.57,46336.0
2013-07-17,0.59,0.6,0.57,0.6,13184.0
2013-07-16,0.56,0.6,0.56,0.6,23520.0
2013-07-15,0.61,0.61,0.59,0.6,13339.0
2013-07-12,0.6,0.61,0.572,0.61,6540.0
2013-07-11,0.59,0.61,0.58,0.61,33327.0
2013-07-10,0.52,0.584,0.52,0.58,11505.0
2013-07-09,0.54,0.585,0.54,0.551,33689.0
2013-07-08,0.54,0.585,0.51,0.55,16871.0
2013-07-05,0.56,0.572,0.51,0.54,43535.0
2013-07-03,0.55,0.58,0.55,0.56,800.0
2013-07-02,0.56,0.57,0.55,0.559,20267.0
2013-07-01,0.51,0.58,0.51,0.578,44869.0
2013-06-28,0.62,0.67,0.53,0.53,222224.0
2013-06-27,0.6,0.645,0.59,0.62,27711.0
2013-06-26,0.64,0.67,0.61,0.635,10560.0
2013-06-25,0.64,0.7,0.61,0.67,30101.0
2013-06-24,0.7,0.7,0.61,0.638,19050.0
2013-06-21,0.655,0.685,0.655,0.685,21438.0
2013-06-20,0.65,0.68,0.65,0.679,19575.0
2013-06-19,0.68,0.73,0.65,0.71,13721.0
2013-06-18,0.68,0.69,0.671,0.69,1159.0
2013-06-17,0.65,0.7,0.65,0.68,11622.0
2013-06-14,0.7,0.7,0.67,0.67,35400.0
2013-06-13,0.705,0.72,0.7,0.712,6288.0
2013-06-12,0.76,0.76,0.7,0.705,10440.0
2013-06-11,0.71,0.748,0.7,0.72,3045.0
2013-06-10,0.733,0.773,0.72,0.722,14217.0
2013-06-07,0.74,0.79,0.7,0.77,28555.0
2013-06-06,0.789,0.8,0.771,0.771,9807.0
2013-06-05,0.76,0.77,0.759,0.76,10810.0
2013-06-04,0.75,0.77,0.74,0.741,64375.0
2013-06-03,0.689,0.77,0.689,0.76,90025.0
2013-05-31,0.65,0.685,0.584,0.68,48974.0
2013-05-30,0.63,0.68,0.619,0.656,52691.0
2013-05-29,0.64,0.64,0.6,0.62,27233.0
2013-05-28,0.62,0.64,0.58,0.62,23946.0
2013-05-24,0.609,0.66,0.58,0.6,45834.0
2013-05-23,0.6,0.629,0.58,0.59,27201.0
2013-05-22,0.622,0.638,0.61,0.61,3917.0
2013-05-21,0.63,0.63,0.61,0.622,13197.0
2013-05-20,0.58,0.65,0.57,0.634,47652.0
2013-05-17,0.57,0.65,0.57,0.61,118562.0
2013-05-16,0.55,0.8,0.5,0.67,148080.0
2013-05-15,0.79,0.8,0.722,0.778,36936.0
2013-05-14,0.77,0.8,0.76,0.8,16896.0
2013-05-13,0.77,0.8,0.77,0.79,17610.0
2013-05-10,0.791,0.8,0.78,0.78,5900.0
2013-05-09,0.83,0.83,0.79,0.81,12660.0
2013-05-08,0.83,0.83,0.79,0.82,23295.0
2013-05-07,0.835,0.835,0.81,0.83,14590.0
2013-05-06,0.7,0.833,0.7,0.83,24793.0
2013-05-03,0.83,0.85,0.83,0.84,17032.0
2013-05-02,0.8,0.84,0.8,0.84,49097.0
2013-05-01,0.79,0.8,0.78,0.8,7625.0
2013-04-30,0.77,0.79,0.761,0.79,11300.0
2013-04-29,0.816,0.84,0.78,0.8,13347.0
2013-04-26,0.81,0.83,0.8,0.81,60820.0
2013-04-25,0.81,0.81,0.77,0.81,35770.0
2013-04-24,0.76,0.79,0.755,0.79,26600.0
2013-04-23,0.73,0.81,0.73,0.763,23648.0
2013-04-22,0.78,0.82,0.75,0.79,37705.0
2013-04-19,0.81,0.82,0.762,0.777,4830.0
2013-04-18,0.74,0.84,0.74,0.82,43454.0
2013-04-17,0.82,0.889,0.75,0.79,93390.0
2013-04-16,0.805,0.82,0.792,0.82,87746.0
2013-04-15,0.83,0.85,0.77,0.805,131932.0
2013-04-12,0.93,0.959,0.802,0.87,70046.0
2013-04-11,0.96,0.97,0.869,0.95,53964.0
2013-04-10,0.946,0.99,0.929,0.96,39245.0
2013-04-09,0.95,0.99,0.92,0.94,30389.0
2013-04-08,0.87,0.95,0.87,0.95,84321.0
2013-04-05,0.86,0.9,0.85,0.86,27537.0
2013-04-04,0.82,0.9,0.8,0.86,33032.0
2013-04-03,0.881,0.91,0.83,0.85,62858.0
2013-04-02,0.93,0.95,0.89,0.91,60962.0
2013-04-01,0.94,0.955,0.899,0.95,38677.0
2013-03-28,1.002,1.02,0.94,0.951,116240.0
2013-03-27,1.0,1.08,0.95,0.988,110443.0
2013-03-26,1.03,1.08,0.99,0.99,32833.0
2013-03-25,1.07,1.08,1.0,1.03,80359.0
2013-03-22,1.08,1.08,1.03,1.07,21414.0
2013-03-21,1.07,1.08,1.02,1.08,32828.0
2013-03-20,1.15,1.15,1.04,1.07,11800.0
2013-03-19,1.06,1.11,1.02,1.05,50997.0
2013-03-18,1.07,1.11,1.06,1.06,8903.0
2013-03-15,1.07,1.11,1.063,1.07,22160.0
2013-03-14,1.06,1.09,1.06,1.06,10872.0
2013-03-13,1.1,1.1,1.06,1.06,10286.0
2013-03-12,1.1,1.11,1.06,1.1,16760.0
2013-03-11,1.08,1.12,1.06,1.1,23049.0
2013-03-08,1.05,1.1,1.05,1.08,31050.0
2013-03-07,1.03,1.1,1.03,1.07,6850.0
2013-03-06,1.05,1.05,1.01,1.05,19998.0
2013-03-05,1.01,1.06,1.01,1.055,16333.0
2013-03-04,1.04,1.04,1.0,1.01,104448.0
2013-03-01,1.09,1.11,1.03,1.07,67804.0
2013-02-28,1.19,1.2,1.07,1.12,52062.0
2013-02-27,1.18,1.2,1.14,1.18,33834.0
2013-02-26,1.17,1.17,1.126,1.15,16279.0
2013-02-25,1.09,1.23,1.08,1.14,158477.0
2013-02-22,1.03,1.06,1.03,1.03,6617.0
2013-02-21,1.02,1.22,1.0,1.02,58917.0
2013-02-20,1.08,1.08,1.01,1.02,54256.0
2013-02-19,1.07,1.08,1.0,1.05,38109.0
2013-02-15,1.02,1.04,0.987,1.04,64956.0
2013-02-14,1.06,1.11,1.02,1.04,26025.0
2013-02-13,1.11,1.11,1.05,1.08,11546.0
2013-02-12,1.06,1.12,1.04,1.09,7991.0
2013-02-11,1.09,1.09,1.05,1.09,34523.0
2013-02-08,1.07,1.12,1.05,1.12,50364.0
2013-02-07,1.07,1.09,1.04,1.07,37577.0
2013-02-06,1.1,1.12,1.04,1.04,38044.0
2013-02-05,1.17,1.17,1.04,1.11,51895.0
2013-02-04,1.17,1.19,1.16,1.16,6830.0
2013-02-01,1.23,1.23,1.14,1.19,32702.0
2013-01-31,1.17,1.17,1.14,1.17,14743.0
2013-01-30,1.18,1.22,1.15,1.17,40942.0
2013-01-29,1.15,1.19,1.15,1.179,10929.0
2013-01-28,1.16,1.2,1.041,1.13,59125.0
2013-01-25,1.22,1.23,1.15,1.16,35923.0
2013-01-24,1.16,1.23,1.16,1.22,71099.0
2013-01-23,1.25,1.27,1.17,1.19,43848.0
2013-01-22,1.2,1.25,1.2,1.25,23304.0
2013-01-18,1.22,1.25,1.17,1.19,44011.0
2013-01-17,1.18,1.25,1.171,1.2,38448.0
2013-01-16,1.15,1.24,1.15,1.21,35453.0
2013-01-15,1.16,1.19,1.14,1.17,34430.0
2013-01-14,1.15,1.17,1.12,1.13,28711.0
2013-01-11,1.13,1.15,1.13,1.15,5878.0
2013-01-10,1.11,1.15,1.09,1.14,54608.0
2013-01-09,1.08,1.1,1.06,1.09,82400.0
2013-01-08,1.04,1.1,1.04,1.06,48084.0
2013-01-07,1.06,1.07,1.04,1.06,13015.0
2013-01-04,1.07,1.07,1.02,1.05,55434.0
2013-01-03,1.02,1.1,1.02,1.05,11502.0
2013-01-02,1.09,1.12,1.05,1.09,48626.0
2012-12-31,1.01,1.05,1.0,1.03,51595.0
2012-12-28,1.02,1.04,1.0,1.03,87786.0
2012-12-27,1.0,1.04,1.0,1.04,44450.0
2012-12-26,0.99,1.07,0.99,1.02,74490.0
2012-12-24,1.03,1.03,0.99,1.02,19811.0
2012-12-21,1.02,1.07,0.95,1.05,121237.0
2012-12-20,1.02,1.03,1.01,1.02,27313.0
2012-12-19,1.01,1.03,1.01,1.02,18198.0
2012-12-18,1.04,1.07,1.01,1.02,40740.0
2012-12-17,1.02,1.05,1.01,1.01,29413.0
2012-12-14,1.05,1.06,1.02,1.03,35841.0
2012-12-13,1.04,1.05,1.03,1.04,17850.0
2012-12-12,1.01,1.08,1.01,1.08,25989.0
2012-12-11,1.01,1.04,1.01,1.04,32229.0
2012-12-10,1.04,1.05,1.01,1.04,29038.0
2012-12-07,1.03,1.08,1.02,1.05,28944.0
2012-12-06,1.05,1.07,1.02,1.03,36786.0
2012-12-05,1.05,1.09,1.05,1.09,18595.0
2012-12-04,1.05,1.09,1.05,1.06,29066.0
2012-12-03,1.11,1.13,1.07,1.11,59456.0
2012-11-30,1.14,1.14,1.1,1.13,23134.0
