11-p102-data-bis-annual-report-and-accounts-2010-11-chapter-5.xls_Note 26.csv,govuk,1,Note
12-812-data-evaluation-of-apprenticeships-learners.xlsx_51.csv,govuk,2,Total
12-812-data-evaluation-of-apprenticeships-learners.xlsx_87.csv,govuk,2,Total
12-812-data-evaluation-of-apprenticeships-learners.xlsx_97.csv,govuk,2,Total
12-813-data-evaluation-of-apprenticeships-employers.xlsx_28.csv,govuk,2,Total
12-813-data-evaluation-of-apprenticeships-employers.xlsx_80.csv,govuk,2,Total
12-p161-data-next-step-progression-survey-2012.xlsx_47.csv,govuk,1,Total
12-p161-data-next-step-progression-survey-2012.xlsx_70.csv,govuk,1,Total
12-p161-data-next-step-progression-survey-2012.xlsx_98.csv,govuk,1,Total
12-p161-data-next-step-satisfaction-survey-2012.xlsx_78.csv,govuk,1,Total
1213_E_D_-_Main_Tables_FINAL_v5.xls_Table 12.csv,govuk,0,Age
1314_E_D_-_Main_Tables_FINAL.xls_Table 1 .csv,govuk,0,Ethnicity
1314_E_D_-_Main_Tables_FINAL.xls_Table 15.csv,govuk,0,Age
asylum1-q3-11-tabs.xls_as.01.q.csv,govuk,0,Quarter
asylum2-q3-11-tabs.xls_Index.csv,govuk,1,Title
asylum2-q4-2011-tabs.xls_as.10.csv,govuk,0,Year
asylum3-q2-2012-tabs.xls_as.07.q.csv,govuk,0,Quarter
August 2017 - YouGov GLA poll results.xls_RESULTS.csv,govuk,2,Total
AV_-_Candidates_with_Applications_Area_Dec16.xls_CANDIDATES WITH APPLICATIONS A.csv,govuk,0,Area
AV_7_VACANCIES_May16.xls_Cover sheet.csv,govuk,6,PublicationDate
AV_8_EMPLOYERS_Jan17.xls_EMPLOYERS_BY_Month.csv,govuk,0,Month
AV_Number_of_Applications_to_apprenticeship_vacancies_Nov16.xls_Applications by Ethnicity.csv,govuk,2,Ethnicity
AV_Number_of_Vacancies_Posted_May16__2_.xls_Vacancies by Subject.csv,govuk,4,Total
BackgroundDataReport1600.xls_Table 1.11.csv,govuk,0,District
BackgroundDataReport1601.xls_Dist2.5.csv,govuk,0,District
Barnet Demographics Data Dashboard Sept16.xlsx_Religion - 2011.csv,govuk,0,Area
before-entry1-q3-2012-tabs.xls_cs.03.csv,govuk,1,Industry
board-smt-business-expenses-15-16.xlsx_A Tonnel.csv,govuk,0,Source
board-smt-business-expenses-15-16.xlsx_M Helliwell.csv,govuk,0,Source
board-smt-business-expenses-16-17.xlsx_S Asthana.csv,govuk,0,Source
Board-SMT-Business-Expenses-for-2014-15.xlsx_B Mumford.csv,govuk,0,Source
ccsq-main-tables-jul-sep-2015.xlsx_Table C6.csv,govuk,0,Year
CCSQ-tables-Q3-2017.xlsx_Table T3.csv,govuk,0,Year
chapter-3-suspects.xls_S3.05.csv,govuk,0,Ethnicity
chapter-5-offenders.xls_S5.31.csv,govuk,0,Year
criminal-court-statistics-january-to-march-2016-tables.xlsx_Table C6.csv,govuk,0,Year
Customer Service Quarterly KPI Underlying Data Q1 2017-18.xlsx_F2F Footfall Tables.csv,govuk,1,Area
Customer Service Quarterly KPI Underlying Data Q1 2018-19.xlsx_Members Enquiries Headlines.csv,govuk,0,Month
Customer Service Quarterly KPI Underlying Data Q2 2018-19.xlsx_Email and Webform 5 Day.csv,govuk,0,Month
DataPack.xlsx_DeprivationData.csv,govuk,1,Name
detention-q2-11-tabs.xls_dt.05.csv,govuk,6,Other
dh_131145.xls.xls_TAandEWiCNA.csv,govuk,0,CurrencyCode
dh_131148.xls.xls_TPCTMHSTSAF.csv,govuk,0,CurrencyCode
EDAnnex_Tables_4.xls_Annex A.csv,govuk,1,Ethnicity
Education_and_Training_Overall_Headline_Achievement_Rates_Tables_201516.xlsx_Qualification Type.csv,govuk,2,Age
Education_and_Training_Timely_Headline_Achievement_Rates_Tables_201516.xlsx_Learner Local Authority.csv,govuk,2,Age
Education_and_Training_Timely_Headline_Achievement_Rates_Tables_201516.xlsx_Learner Region.csv,govuk,2,Age
Education_and_Training_Timely_Institution_Achievement_Rates_Tables_201516.xlsx_Delivery LEP.csv,govuk,4,Age
Equality_and_Diversity_Annex_Tables_15Jul2014.xls_Annex N.csv,govuk,0,Region
expenses-4thquarter0910_0.xls_R Dormer.csv,govuk,1,Destination
expenses-octdec2009.xls_Cleveland.csv,govuk,1,Destination
fcsq-jan-mar-2017-tables.xls_Table 15.csv,govuk,0,Year
fcsq-jan-mar-2017-tables.xls_Table 9.csv,govuk,0,Year
feandskills-participation-by-geography-learner-demographics.xls_Equality and Diversity.csv,govuk,2,Category
Final_NCPRP_2015.xlsx_Data sheet.csv,govuk,1,Organisation
HIL 2015 tables - no charts.xls_1.7 Social rent map.csv,govuk,0,Borough
HIL 2015 tables - no charts.xls_4.6 Median price by MSOA.csv,govuk,0,Code
hosb1112-tabs.xls_Table 2.01.csv,govuk,0,Number
housing-in-london-2014-tables.xls_5.10 TA trend.csv,govuk,0,Year
Housing-in-London-tables-2017.xls_4.1 Finding housing and jobs.csv,govuk,0,City
language-interpreter-translation-services-q2-2017.xlsx_Table L3.csv,govuk,1,Year
legal-aid-statistics-2013-14-tables.xlsx_Table 10.csv,govuk,0,Type
legal-aid-statistics-2013-14-tables.xlsx_Table 3.1.csv,govuk,1,Quarter
legal-aid-statistics-england-and-wales-tables-jan-mar-2016.xlsx_1.2.csv,govuk,1,Quarter
legal-aid-statistics-main-tables-jul-to-sep-15.xlsx_4.4.csv,govuk,1,Quarter
legal-aid-statistics-tables-jan-mar-2017.xlsx_5.3.csv,govuk,1,Quarter
legal-aid-statistics-tables-oct-dec-2017.xlsx_3.2.csv,govuk,1,Quarter
Legal_aid_statistics_England_and_Wales_tables_Jul_to_Sep_2016.xlsx_7.1.csv,govuk,1,Quarter
LEGGI_2016_interim.xls_04 Emissions Factors.csv,govuk,1,Source
main-tables.xls_2.4.csv,govuk,3,Criminal
mappa-annual-report-tables-2012-13.xls_Table 12.csv,govuk,0,Area
mappa-annual-stats-tables-11-12.xls_Table 3.csv,govuk,0,Year
MAPPA_Annual_Report_2015-16_Tables.xls_Table 8.csv,govuk,0,Year
October2012_WPL_Achievements.xls_Equality & Diversity.csv,govuk,2,Category
offence-analysis-7.xls_7.02.csv,govuk,0,Sex
